Date,Full_Capacity_mcft_CHEMBARAMBAKKAM,Full_Capacity_mcft_CHOLAVARAM,Full_Capacity_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Full_Capacity_mcft_POONDI,Full_Capacity_mcft_PUZHAL,Full_Capacity_mcft_VEERANAM,Inflow_cusecs_CHEMBARAMBAKKAM,Inflow_cusecs_CHOLAVARAM,Inflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Inflow_cusecs_POONDI,Inflow_cusecs_PUZHAL,Inflow_cusecs_VEERANAM,Level_ft_CHEMBARAMBAKKAM,Level_ft_CHOLAVARAM,Level_ft_KANNANKOTTAI_THERVOY_KANDIGAI,Level_ft_POONDI,Level_ft_PUZHAL,Level_ft_VEERANAM,Outflow_cusecs_CHEMBARAMBAKKAM,Outflow_cusecs_CHOLAVARAM,Outflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Outflow_cusecs_POONDI,Outflow_cusecs_PUZHAL,Outflow_cusecs_VEERANAM,Rainfall_mm_CHEMBARAMBAKKAM,Rainfall_mm_CHOLAVARAM,Rainfall_mm_KANNANKOTTAI_THERVOY_KANDIGAI,Rainfall_mm_POONDI,Rainfall_mm_PUZHAL,Rainfall_mm_VEERANAM,Storage_mcft_CHEMBARAMBAKKAM,Storage_mcft_CHOLAVARAM,Storage_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_mcft_POONDI,Storage_mcft_PUZHAL,Storage_mcft_VEERANAM,Storage_Level_pct_CHEMBARAMBAKKAM,Storage_Level_pct_CHOLAVARAM,Storage_Level_pct_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_Level_pct_POONDI,Storage_Level_pct_PUZHAL,Storage_Level_pct_VEERANAM,Storage_as_on_same_day_last_year_mcft_CHEMBARAMBAKKAM,Storage_as_on_same_day_last_year_mcft_CHOLAVARAM,Storage_as_on_same_day_last_year_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_as_on_same_day_last_year_mcft_POONDI,Storage_as_on_same_day_last_year_mcft_PUZHAL,Storage_as_on_same_day_last_year_mcft_VEERANAM,Full_Capacity_mcft_TOTAL,Level_ft_TOTAL,Storage_mcft_TOTAL,Storage_Level_pct_TOTAL,Inflow_cusecs_TOTAL,Outflow_cusecs_TOTAL,Rainfall_mm_TOTAL,Storage_as_on_same_day_last_year_mcft_TOTAL,Rainfall_mm_day,temperature_mean_celsius,relative_humidity_mean_percent,evapotranspiration_mm_day,daily_average_water_level,Population,Per_Capita_Consumption_LPCD,Season_Factor,Random_Fluctuation,Total_Consumption_MLD,ENSO_Index,IOD_Index,ENSO_3m,IOD_3m,Water_Security_Index,Crisis_Target,Realistic_Population,Month,Season_Multiplier,Crisis_Behavior,Temp_Factor,Realistic_Total_Consumption_MLD,Historical_Crisis,Crisis_Severity_Historical,Crisis_Target_V2,Water_Stress_Duration_Days,Days_Supply_Remaining,Consecutive_Dry_Days,Heat_Wave_Risk,Critical_Reservoirs_Count,Reservoir_Risk_Diversity,Pre_Monsoon_Risk,Monsoon_Failure_Risk
2019-03-28,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,62.49333333333333,149.0,75.0,4.545454545454546,8.0,75.68714285714287,62.1,46.11,101.83,126.08,29.82,45.75,13.0,8.0,15.0,46.0,90.0,104.2017594834544,0.0,0.0,0.0,0.0,0.0,0.0,11.0,46.0,204.0,356.0,328.0,98.23,0.3,4.26,40.8,11.02,9.94,6.71,1251.0,142.0,210.0,1739.0,1589.0,523.4,13222.0,,741.0,5.6,8.0,157.0,0.0,4721.0,0.0,28.632833,78.00004,5.6979478,-6.050890000000001,8000000.0,133.9,1.0,1.004,662.1263795955034,0.8,0.224,0.7233333333333333,0.3427111111111111,0.2336685165892893,3,8490908.404999997,3,1.1,0.5,1.040820825,662.1263795955034,0,0,2,344,31.694184446777978,90,0.0,5,14.555060173928055,0,0
2019-03-29,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,62.66666666666667,150.125,75.0,4.527272727272727,8.0,78.68742857142858,62.1,46.05,101.83,126.02,29.72,45.75,13.0,8.0,15.0,46.0,90.0,104.3406376109766,0.0,0.0,0.0,0.0,0.0,0.0,11.0,45.0,204.0,350.0,321.0,98.23,0.3,4.16,40.8,10.83,9.73,6.71,1239.0,128.0,210.0,1705.0,1611.0,523.4,13222.0,,727.0,5.5,8.0,157.0,0.0,4683.0,0.0,28.680748,75.64515,5.751731214285714,-6.050890000000001,8000000.0,133.9,1.0,1.004,672.0387143135214,0.8,0.224,0.7223333333333334,0.3417666666666666,0.2333380433901151,3,8490908.404999997,3,1.1,0.5,1.0420187,672.0387143135214,0,0,2,345,30.636728132546537,91,0.0,5,14.575696781514996,0,0
2019-03-30,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,62.84,151.25,75.0,4.509090909090909,10.0,81.68771428571429,62.03,46.01,101.83,125.97,29.61,45.75,13.0,10.0,15.0,46.0,90.0,104.4795157384988,0.0,0.0,0.0,0.0,0.0,0.0,10.0,44.0,204.0,344.0,314.0,98.23,0.27,4.07,40.8,10.65,9.52,6.71,1228.0,115.0,210.0,1675.0,1629.0,523.4,13222.0,,712.0,5.38,10.0,159.0,0.0,4647.0,0.0,29.2245,76.61142,5.827564214285715,-6.050890000000001,8000000.0,133.9,1.0,0.998,690.0069679301586,0.8,0.224,0.7213333333333334,0.3408222222222222,0.2330362638371132,3,8490908.404999997,3,1.1,0.5,1.0556125,690.0069679301586,0,0,2,346,29.22326806273164,92,0.0,5,14.60051186317338,0,0
2019-03-31,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.013333333333335,152.375,75.0,4.490909090909091,11.0,84.68800000000002,62.03,45.955,101.83,125.915,29.51,45.75,13.0,11.0,15.0,46.0,90.0,104.618393866021,0.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,204.0,338.5,307.5,98.23,0.27,3.98,40.8,10.48,9.32,6.71,1221.5,107.5,210.0,1643.0,1644.5,523.4,13222.0,,699.0,5.285,11.0,160.0,0.0,4616.5,0.0,29.191168,74.984505,5.917871442857142,-6.050890000000001,8000000.0,133.9,1.0,0.987,662.9874626839304,0.8,0.224,0.7203333333333333,0.3398777777777778,0.2322888018082016,3,8490908.404999997,3,1.1,0.5,1.0547792,662.9874626839304,0,0,2,347,29.858921966558842,93,0.0,5,14.620519370619727,0,0
2019-04-01,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.18666666666667,153.5,75.0,4.472727272727273,12.0,87.68828571428573,62.03,45.9,101.83,125.86,29.41,45.75,13.0,12.0,15.0,46.0,90.0,104.75727199354318,0.0,0.0,0.0,0.0,0.0,0.0,10.0,42.0,204.0,333.0,301.0,98.23,0.27,3.89,40.8,10.31,9.12,6.71,1215.0,100.0,210.0,1611.0,1660.0,523.4,13222.0,,686.0,5.19,12.0,161.0,0.0,4586.0,0.0,28.828669,76.56646,5.911729957142858,-6.050890000000001,8000000.0,147.29,1.1,0.998,774.3789934141358,0.62,0.258,0.7200000000000001,0.3384444444444444,0.2317298343681058,3,8490908.404999997,4,1.3,0.5,1.0457167250000001,774.3789934141358,0,0,2,348,25.088391544104383,94,0.0,5,14.641069633056183,1,0
2019-04-02,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.36,154.625,75.0,4.454545454545455,12.0,90.68857142857144,61.97,45.85,101.83,125.81,29.32,45.75,13.0,12.0,15.0,46.0,90.0,104.89615012106538,0.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,204.0,328.0,295.0,98.23,0.25,3.79,40.8,10.15,8.94,6.71,1206.0,96.0,210.0,1580.0,1672.0,523.4,13222.0,,673.0,5.09,12.0,161.0,0.0,4554.0,0.0,28.468252,75.1509,5.911515171428571,-6.050890000000001,8000000.0,147.29,1.1,1.012,752.0809365712098,0.62,0.258,0.7196666666666667,0.3370111111111111,0.2308134100209843,3,8490908.404999997,4,1.3,0.5,1.0367063,752.0809365712098,0,0,2,349,25.342692253454548,95,0.0,5,14.665391459714487,1,0
2019-04-03,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.53333333333333,155.75,75.0,4.4363636363636365,12.0,93.68885714285716,61.97,45.8,101.83,125.77,29.23,45.75,6.0,12.0,15.0,38.0,90.0,105.03502824858758,0.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0,204.0,324.0,289.0,98.23,0.25,3.7,40.8,10.03,8.76,6.71,1196.0,93.0,210.0,1549.0,1682.0,523.4,13222.0,,662.0,5.01,12.0,146.0,0.0,4520.0,0.0,28.874502,74.34058,5.902785885714286,-6.050890000000001,8000000.0,147.29,1.1,1.001,760.6445933422912,0.62,0.258,0.7193333333333333,0.3355777777777778,0.2301515417878595,3,8490908.404999997,4,1.3,0.5,1.04686255,760.6445933422912,0,0,2,350,24.647817692047653,96,0.0,5,14.684990182722855,1,0
2019-04-04,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.70666666666666,156.875,75.0,4.418181818181818,12.0,96.68914285714288,61.97,45.75,101.83,125.74,29.14,45.75,6.0,12.0,15.0,31.0,90.0,105.17390637610976,0.0,0.0,0.0,0.0,0.0,0.0,9.0,39.0,204.0,321.0,283.0,98.23,0.25,3.61,40.8,9.94,8.58,6.71,1186.0,91.0,210.0,1518.0,1692.0,523.4,13222.0,,652.0,4.93,12.0,139.0,0.0,4487.0,0.0,28.695328,78.87277,5.887516342857144,-6.050890000000001,8000000.0,147.29,1.1,0.996,771.3790835554256,0.62,0.258,0.7190000000000001,0.3341444444444444,0.2296830737715728,3,8490908.404999997,4,1.3,0.5,1.0423832,771.3790835554256,0,0,2,351,23.93767706205224,97,0.0,5,14.70426253392759,1,0
2019-04-05,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.88,158.0,75.0,4.4,12.0,99.68942857142858,61.92,45.69,101.83,125.7,29.04,45.75,6.0,12.0,15.0,39.0,90.0,105.31278450363196,0.0,0.0,0.0,0.0,0.0,0.0,8.0,38.0,204.0,317.0,277.0,98.23,0.22,3.52,40.8,9.81,8.39,6.71,1176.0,89.0,210.0,1487.0,1703.0,523.4,13222.0,,640.0,4.84,12.0,147.0,0.0,4455.0,0.0,29.126585,77.979416,5.8620324,-6.050890000000001,8000000.0,147.29,1.1,1.0,793.3369928985209,0.62,0.258,0.7186666666666666,0.3327111111111111,0.2292412653339806,3,8490908.404999997,4,1.3,0.5,1.053164625,793.3369928985209,0,0,2,352,22.846755564021162,98,0.0,5,14.729883570483507,1,0
2019-04-06,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,64.05333333333334,159.125,75.0,4.381818181818182,12.0,102.6897142857143,61.92,45.64,101.83,125.66,28.94,45.75,6.0,12.0,15.0,41.0,90.0,105.45166263115416,0.0,0.0,0.0,0.0,0.0,0.0,8.0,37.0,204.0,313.0,271.0,98.23,0.22,3.42,40.8,9.69,8.21,6.71,1166.0,87.0,210.0,1446.0,1713.0,523.4,13222.0,,629.0,4.76,12.0,149.0,0.0,4412.0,0.0,29.272417,75.95441,5.831971014285715,-6.050890000000001,8000000.0,147.29,1.1,1.017,808.9862087407841,0.62,0.258,0.7183333333333334,0.3312777777777777,0.2280616310221841,3,8490908.404999997,4,1.3,0.5,1.056810425,808.9862087407841,0,0,2,353,22.019720123593988,99,0.0,5,14.751668945128433,1,0
2019-04-07,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,64.22666666666666,160.25,75.0,4.363636363636363,12.0,105.69,61.92,45.59,101.83,125.6,28.86,45.75,6.0,12.0,15.0,46.0,90.0,105.59054075867635,0.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,204.0,308.0,266.0,98.23,0.22,3.33,40.8,9.53,8.06,6.71,1155.0,85.0,210.0,1406.0,1733.0,523.4,13222.0,,618.0,4.67,12.0,154.0,0.0,4379.0,0.0,29.60575,76.13759,5.777827442857143,-6.050890000000001,8000000.0,147.29,1.1,1.011,774.4919063091772,0.62,0.258,0.7180000000000001,0.3298444444444444,0.2261504371579052,3,8490908.404999997,4,1.3,0.5,1.06514375,774.4919063091772,0,0,2,354,22.598200525544186,100,0.0,5,14.77237613475458,1,0
2019-04-08,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,64.4,161.375,75.0,4.345454545454546,12.0,108.69028571428572,61.84,45.54,101.83,125.55,28.76,45.75,6.0,12.0,15.0,46.0,90.0,105.72941888619854,0.0,0.0,0.0,0.0,0.0,0.0,7.0,35.0,204.0,303.0,260.0,98.23,0.19,3.24,40.8,9.38,7.88,6.71,1144.0,83.0,210.0,1365.0,1751.0,523.4,13222.0,,605.0,4.58,12.0,154.0,0.0,4343.0,0.0,29.614084,78.23968,5.766307642857143,-6.050890000000001,8000000.0,147.29,1.1,0.996,829.3150960822576,0.62,0.258,0.7176666666666667,0.3284111111111111,0.2240657855254448,3,8490908.404999997,4,1.3,0.5,1.0653521,829.3150960822576,0,0,2,355,20.660368878030823,101,0.0,5,14.79912114507705,1,0
2019-04-09,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,64.57333333333334,162.5,75.0,4.327272727272727,12.0,111.69057142857145,61.92,45.59,101.83,125.6,28.86,45.75,6.0,12.0,15.0,46.0,90.0,105.86829701372076,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,204.0,298.0,254.0,98.23,0.19,3.15,40.8,9.22,7.7,6.71,1133.0,82.0,210.0,1325.0,1769.0,523.4,13222.0,,593.0,4.48,12.0,154.0,0.0,4309.0,0.0,29.71408,76.88044,5.772250142857144,-6.050890000000001,8000000.0,147.29,1.1,0.999,789.1607516174629,0.62,0.258,0.7173333333333334,0.3269777777777778,0.2223712964735373,3,8490908.404999997,4,1.3,0.5,1.067852,789.1607516174629,0,0,2,356,21.280973084840983,102,0.0,5,14.82200357576532,1,0
2019-04-10,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,64.74666666666667,163.625,75.0,4.309090909090909,12.0,114.69085714285715,61.84,45.43,101.83,125.45,28.57,45.75,6.0,12.0,15.0,46.0,90.0,106.00717514124294,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,204.0,293.0,248.0,98.23,0.19,3.05,40.8,9.07,7.52,6.71,1122.0,81.0,210.0,1284.0,1787.0,523.4,13222.0,,581.0,4.39,12.0,154.0,0.0,4274.0,0.0,29.41825,78.40494,5.750694328571428,-6.050890000000001,8000000.0,147.29,1.1,0.999,789.6153038256253,0.62,0.258,0.717,0.3255444444444444,0.2210377526677274,3,8490908.404999997,4,1.3,0.5,1.06045625,789.6153038256253,0,0,2,357,20.838326687415318,103,0.0,5,14.846135748627205,1,0
2019-04-11,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,64.92,164.75,75.0,4.290909090909091,12.0,117.69114285714286,61.79,45.37,101.83,125.4,28.47,45.75,6.0,12.0,15.0,46.0,90.0,106.14605326876514,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,204.0,288.0,242.0,98.23,0.16,2.96,40.8,8.91,7.33,6.71,1111.0,80.0,210.0,1244.0,1805.0,523.4,13222.0,,568.0,4.3,12.0,154.0,0.0,4240.0,0.0028571428571393,29.561998,77.33367,5.792339171428571,-6.050890000000001,8000000.0,147.29,1.1,1.011,775.0277022766777,0.62,0.258,0.7166666666666667,0.3241111111111111,0.2187490527634623,3,8490908.404999997,4,1.3,0.5,1.06404995,775.0277022766777,0,0,2,358,20.755508423383652,104,0.0,5,14.87482537712628,1,0
2019-04-12,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,65.09333333333333,165.875,75.0,4.2727272727272725,12.0,120.6914285714286,61.79,45.32,101.83,125.34,28.37,45.75,6.0,12.0,15.0,46.0,90.0,106.28493139628732,0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,204.0,283.0,236.0,98.23,0.16,2.87,40.8,8.76,7.15,6.71,1100.0,79.0,210.0,1204.0,1823.0,523.4,13222.0,,556.0,4.21,12.0,154.0,0.0,4206.0,0.0057142857142821,29.345335,76.00662,5.837391371428571,-6.050890000000001,8000000.0,147.29,1.1,1.002,731.3990295952644,0.62,0.258,0.7163333333333333,0.3226777777777778,0.2164835485473102,3,8490908.404999997,4,1.3,0.5,1.0586333749999999,731.3990295952644,0,0,2,359,21.52894148758945,105,0.0,5,14.898677458083316,1,0
2019-04-13,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,65.26666666666667,167.0,75.0,4.254545454545455,12.0,123.6917142857143,61.79,45.26,101.83,125.29,28.29,45.75,6.0,12.0,15.0,46.0,90.0,106.42380952380952,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,204.0,278.0,231.0,98.23,0.16,2.78,40.8,8.6,7.0,6.71,1089.0,78.0,210.0,1163.0,1841.0,523.4,13222.0,,545.0,4.12,12.0,154.0,0.0,4171.0,0.008571428571425,29.301582,75.327675,5.8557302571428576,-6.050890000000001,8000000.0,147.29,1.1,1.016,808.8460905675687,0.62,0.258,0.716,0.3212444444444444,0.2145282079315794,3,8490908.404999997,4,1.3,0.5,1.05753955,808.8460905675687,0,0,2,360,19.082394885462627,106,0.0,5,14.92164658027614,1,0
2019-04-14,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,65.44,168.125,75.0,4.236363636363636,12.0,126.692,61.79,45.2,101.83,125.23,28.19,45.75,6.0,12.0,15.0,46.0,90.0,106.56268765133171,0.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,204.0,273.0,225.0,98.23,0.16,2.68,40.8,8.45,6.82,6.71,1078.0,77.0,210.0,1126.0,1854.0,523.4,13222.0,,533.0,4.03,12.0,154.0,0.0,4135.0,0.008571428571425,29.10784,75.46827,5.9159454,-6.050890000000001,8000000.0,147.29,1.1,0.998,801.6778812064081,0.62,0.258,0.7156666666666667,0.3198111111111111,0.2127607066121324,3,8490908.404999997,4,1.3,0.5,1.052696,801.6778812064081,0,0,2,361,18.829100557710095,107,0.0,5,14.947393975762685,1,0
2019-04-15,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,65.61333333333333,169.25,75.0,4.218181818181819,12.0,129.69228571428573,61.74,45.15,101.83,125.18,28.08,45.75,6.0,12.0,15.0,46.0,90.0,106.70156577885392,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,204.0,268.0,219.0,98.23,0.14,2.59,40.8,8.29,6.64,6.71,1067.0,76.0,210.0,1090.0,1864.0,523.4,13222.0,,520.0,3.93,12.0,154.0,0.0,4097.0,0.008571428571425,29.3495,74.02778,5.986298828571429,-6.050890000000001,8000000.0,147.29,1.1,1.011,782.1835024017175,0.62,0.258,0.7153333333333333,0.3183777777777777,0.210427747987496,3,8490908.404999997,4,1.3,0.5,1.0587374999999999,782.1835024017175,0,0,2,362,18.82768651737272,108,0.0,5,14.97565146050971,1,0
2019-04-16,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,65.78666666666666,170.375,75.0,4.2,12.0,132.69257142857143,61.74,45.09,101.83,125.12,27.98,45.75,6.0,12.0,15.0,46.0,90.0,106.84044390637612,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,204.0,263.0,213.0,98.23,0.14,2.5,40.8,8.14,6.45,6.71,1056.0,75.0,210.0,1055.0,1874.0,523.4,13222.0,,508.0,3.84,12.0,154.0,0.0,4060.0,0.008571428571425,30.043251,72.625305,6.038982642857143,-6.050890000000001,8000000.0,147.29,1.1,0.996,803.3749584744501,0.62,0.258,0.715,0.3169444444444444,0.2084507403039606,3,8490908.404999997,4,1.3,0.5,1.076081275,803.3749584744501,0,0,2,363,17.9080248739967,109,0.0,5,15.001674573193487,1,0
2019-04-17,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,65.96000000000001,171.5,75.0,4.181818181818182,12.0,135.69285714285715,61.74,45.04,101.83,125.07,27.88,45.75,6.0,12.0,15.0,46.0,90.0,106.97932203389831,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,204.0,258.0,207.0,98.23,0.14,2.41,40.8,7.99,6.27,6.71,1045.0,74.0,210.0,1018.0,1884.0,523.4,13222.0,,496.0,3.75,12.0,154.0,0.0,4021.0,0.008571428571425,30.280752,75.16295,6.058307428571429,-6.050890000000001,8000000.0,147.29,1.1,0.995,818.6658646565726,0.62,0.258,0.7146666666666666,0.3155111111111111,0.2069857746827973,3,8490908.404999997,4,1.3,0.5,1.0820188,818.6658646565726,0,0,2,364,17.158418713121065,110,0.0,5,15.027537389738876,1,0
2019-04-18,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,66.13333333333333,172.625,75.0,4.163636363636364,11.0,138.69314285714287,61.74,45.04,101.83,125.03,27.79,45.75,6.0,11.0,15.0,41.0,90.0,107.1182001614205,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,204.0,254.0,202.0,98.23,0.14,2.31,40.8,7.86,6.12,6.71,1034.0,73.0,210.0,983.0,1892.0,523.4,13222.0,,486.0,3.68,11.0,148.0,0.0,3982.0,0.0099999999999964,30.101583,76.95478,5.995415514285715,-6.050890000000001,8000000.0,147.29,1.1,1.005,765.2154761295284,0.62,0.258,0.7143333333333334,0.3140777777777778,0.206464765821746,3,8490908.404999997,4,1.3,0.5,1.077539575,765.2154761295284,0,0,2,365,17.986836658597788,111,0.0,5,15.052352197137385,1,0
2019-04-19,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,66.30666666666667,173.75,75.0,4.1454545454545455,11.0,141.6934285714286,61.74,45.06077922077922,101.83,124.98,27.69,45.75,6.0,11.0,15.0,42.0,90.0,107.2570782889427,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,204.0,250.0,196.0,98.23,0.14,2.22,40.8,7.74,5.94,6.71,1023.0,72.0,210.0,948.0,1900.0,523.4,13222.0,,475.0,3.59,11.0,149.0,0.0,3943.0,0.0128571428571393,30.257835,74.90323,5.925124185714286,-6.050890000000001,8000000.0,147.29,1.1,1.002,792.9719827357442,0.62,0.258,0.7140000000000001,0.3126444444444444,0.2060291832830017,3,8490908.404999997,4,1.3,0.5,1.081445875,792.9719827357442,0,0,2,366,16.964381617328403,112,0.0,5,15.077817370782371,1,0
2019-04-20,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,66.48,174.875,75.0,4.127272727272727,11.0,144.6937142857143,61.68,45.08155844155844,101.83,124.93,27.59,45.75,6.0,11.0,15.0,46.0,90.0,107.3959564164649,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,204.0,245.0,190.0,98.23,0.11,2.13,40.8,7.58,5.76,6.71,1012.0,72.0,210.0,900.0,1890.0,523.4,13222.0,,462.0,3.49,11.0,153.0,0.0,3874.0,0.0357142857142821,30.430748,73.4286,5.916629185714286,-6.050890000000001,8000000.0,147.29,1.1,1.006,828.2578798075026,0.62,0.258,0.7136666666666667,0.3112111111111111,0.2055561388085117,3,8490908.404999997,4,1.3,0.5,1.0857687,828.2578798075026,0,0,2,367,15.797147266729418,113,0.0,5,15.109306734592423,1,0
2019-04-21,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,66.65333333333334,176.0,75.0,4.109090909090909,11.0,147.69400000000002,61.68,45.10233766233766,101.83,124.88,27.48,45.75,6.0,11.0,15.0,41.0,90.0,107.53483454398707,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,204.0,241.0,184.0,98.23,0.11,1.94,40.8,7.46,5.58,6.71,1022.0,72.0,210.0,852.0,1881.0,523.4,13222.0,,450.0,3.4,11.0,148.0,0.0,3827.0,0.098571428571425,30.426582,75.045074,5.803231242857144,-6.050890000000001,8000000.0,147.29,1.1,1.012,778.4659278551006,0.62,0.258,0.7133333333333334,0.3097777777777777,0.2055643829294308,3,8490908.404999997,4,1.3,0.5,1.08566455,778.4659278551006,0,0,2,368,16.370998602586884,114,0.0,5,15.14662426637258,1,0
2019-04-22,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,66.82666666666667,177.125,75.0,4.090909090909091,12.0,150.69428571428574,61.68,45.123116883116886,101.83,124.84,27.38,45.75,6.0,12.0,15.0,41.0,90.0,107.67371267150928,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,204.0,237.0,178.0,98.23,0.11,1.85,40.8,7.34,5.39,6.71,1040.0,71.0,210.0,804.0,1871.0,523.4,13222.0,,439.0,3.32,12.0,149.0,0.0,3786.0,0.1899999999999964,30.24533,75.819275,5.694059671428571,-6.050890000000001,8000000.0,147.29,1.1,0.983,812.621820095711,0.62,0.258,0.713,0.3083444444444444,0.2067131794785181,3,8490908.404999997,4,1.3,0.5,1.08113325,812.621820095711,0,0,2,369,15.299537694184297,115,0.0,5,15.173791440067527,1,0
2019-04-23,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,67.0,178.25,75.0,4.072727272727272,12.0,153.69457142857144,61.68,45.1438961038961,101.83,124.78,27.27,45.75,6.0,12.0,15.0,46.0,90.0,107.81259079903148,0.0,3.0,0.0,6.0,1.0,0.0,4.0,19.0,204.0,232.0,177.0,98.23,0.11,1.76,40.8,7.18,5.36,6.71,1062.0,71.0,210.0,756.0,1861.0,523.4,13222.0,,432.0,3.27,12.0,154.0,10.0,3750.0,0.2199999999999964,29.670334,73.64475,5.663431185714286,-6.050890000000001,8000000.0,147.29,1.1,0.997,762.4702957138086,0.62,0.258,0.7126666666666667,0.3069111111111111,0.2070543927053576,3,8490908.404999997,4,1.3,0.5,1.06675835,762.4702957138086,0,0,2,370,16.045863152745063,116,0.0,5,15.19237571941926,1,0
2019-04-24,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,67.17333333333333,179.375,75.0,4.054545454545455,12.0,156.69485714285716,61.68,45.16467532467532,101.83,124.72,27.18,45.75,6.0,12.0,15.0,46.0,90.0,107.95146892655367,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,204.0,227.0,167.0,98.23,0.11,1.57,40.8,7.03,5.06,6.71,1092.0,71.0,210.0,708.0,1851.0,523.4,13222.0,,415.0,3.14,12.0,154.0,0.0,3722.0,0.2214285714285679,29.816164,70.55626,5.710822642857143,-6.050890000000001,8000000.0,147.29,1.1,1.005,808.6935120521141,0.62,0.258,0.7123333333333334,0.3054777777777777,0.2061871850661489,3,8490908.404999997,4,1.3,0.5,1.0704041,808.6935120521141,0,0,2,371,14.53337250339381,117,0.0,5,15.240029746252686,1,0
2019-04-25,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,67.34666666666666,180.5,75.0,4.036363636363636,12.0,159.69514285714288,61.61,45.18545454545455,101.83,124.66,27.07,45.75,6.0,12.0,15.0,46.0,90.0,108.09034705407586,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,204.0,222.0,161.0,98.23,0.08,1.48,40.8,6.87,4.88,6.71,1122.0,71.0,210.0,662.0,1841.0,523.4,13222.0,,402.0,3.04,0.0,154.0,0.0,3696.0,0.218571428571425,30.170326,72.85772,5.801005442857142,-6.050890000000001,8000000.0,147.29,1.1,0.983,803.2708417576332,0.62,0.258,0.712,0.3040444444444444,0.2058189143387387,3,8490908.404999997,4,1.3,0.5,1.07925815,803.2708417576332,0,0,2,372,14.173147850274836,118,0.0,5,15.273245452969928,1,0
