Date,Full_Capacity_mcft_CHEMBARAMBAKKAM,Full_Capacity_mcft_CHOLAVARAM,Full_Capacity_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Full_Capacity_mcft_POONDI,Full_Capacity_mcft_PUZHAL,Full_Capacity_mcft_VEERANAM,Inflow_cusecs_CHEMBARAMBAKKAM,Inflow_cusecs_CHOLAVARAM,Inflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Inflow_cusecs_POONDI,Inflow_cusecs_PUZHAL,Inflow_cusecs_VEERANAM,Level_ft_CHEMBARAMBAKKAM,Level_ft_CHOLAVARAM,Level_ft_KANNANKOTTAI_THERVOY_KANDIGAI,Level_ft_POONDI,Level_ft_PUZHAL,Level_ft_VEERANAM,Outflow_cusecs_CHEMBARAMBAKKAM,Outflow_cusecs_CHOLAVARAM,Outflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Outflow_cusecs_POONDI,Outflow_cusecs_PUZHAL,Outflow_cusecs_VEERANAM,Rainfall_mm_CHEMBARAMBAKKAM,Rainfall_mm_CHOLAVARAM,Rainfall_mm_KANNANKOTTAI_THERVOY_KANDIGAI,Rainfall_mm_POONDI,Rainfall_mm_PUZHAL,Rainfall_mm_VEERANAM,Storage_mcft_CHEMBARAMBAKKAM,Storage_mcft_CHOLAVARAM,Storage_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_mcft_POONDI,Storage_mcft_PUZHAL,Storage_mcft_VEERANAM,Storage_Level_pct_CHEMBARAMBAKKAM,Storage_Level_pct_CHOLAVARAM,Storage_Level_pct_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_Level_pct_POONDI,Storage_Level_pct_PUZHAL,Storage_Level_pct_VEERANAM,Storage_as_on_same_day_last_year_mcft_CHEMBARAMBAKKAM,Storage_as_on_same_day_last_year_mcft_CHOLAVARAM,Storage_as_on_same_day_last_year_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_as_on_same_day_last_year_mcft_POONDI,Storage_as_on_same_day_last_year_mcft_PUZHAL,Storage_as_on_same_day_last_year_mcft_VEERANAM,Full_Capacity_mcft_TOTAL,Storage_mcft_TOTAL,Storage_Level_pct_TOTAL,Inflow_cusecs_TOTAL,Outflow_cusecs_TOTAL,Rainfall_mm_TOTAL,Storage_as_on_same_day_last_year_mcft_TOTAL,Rainfall_mm_day,temperature_mean_celsius,relative_humidity_mean_percent,evapotranspiration_mm_day,daily_average_water_level,Population,Per_Capita_Consumption_LPCD,Season_Factor,Random_Fluctuation,Total_Consumption_MLD,ENSO_Index,IOD_Index,ENSO_3m,IOD_3m,Water_Security_Index,Crisis_Target,year,month,quarter,day_of_year,is_monsoon,Storage_mcft_TOTAL_lag_7,Storage_mcft_TOTAL_lag_14,Storage_mcft_TOTAL_lag_30,Storage_mcft_TOTAL_lag_90,Rainfall_mm_TOTAL_lag_7,Rainfall_mm_TOTAL_lag_14,Rainfall_mm_TOTAL_lag_30,Rainfall_mm_TOTAL_lag_90,daily_average_water_level_lag_7,daily_average_water_level_lag_14,daily_average_water_level_lag_30,daily_average_water_level_lag_90,temperature_mean_celsius_lag_7,temperature_mean_celsius_lag_14,temperature_mean_celsius_lag_30,temperature_mean_celsius_lag_90,Total_Consumption_MLD_lag_7,Total_Consumption_MLD_lag_14,Total_Consumption_MLD_lag_30,Total_Consumption_MLD_lag_90,Water_Security_Index_lag_7,Water_Security_Index_lag_14,Water_Security_Index_lag_30,Water_Security_Index_lag_90,Crisis_Target_lag_7,Crisis_Target_lag_14,Crisis_Target_lag_30,Crisis_Target_lag_90,ENSO_Index_lag_7,ENSO_Index_lag_14,ENSO_Index_lag_30,ENSO_Index_lag_90,IOD_Index_lag_7,IOD_Index_lag_14,IOD_Index_lag_30,IOD_Index_lag_90,temperature_mean_celsius_roll_mean_7,temperature_mean_celsius_roll_mean_30,Storage_mcft_TOTAL_roll_mean_7,Storage_mcft_TOTAL_roll_mean_30,daily_average_water_level_roll_mean_7,daily_average_water_level_roll_mean_30,Water_Security_Index_roll_mean_7,Water_Security_Index_roll_mean_30,Rainfall_mm_TOTAL_roll_sum_7,Rainfall_mm_TOTAL_roll_sum_30,ENSO_Index_roll_mean_30,ENSO_Index_roll_mean_90,IOD_Index_roll_mean_30,IOD_Index_roll_mean_90
09-12-2021,3645,1081,500,3231,3300,1465,520,750,92,2144,667,208.5529437,84,64.34,115.35,139.6,49.11,45.75,275,515,92,1941,299,241.2744713,0,2,0,0,0,0,3274,858,500,3015,3034,98.23,89.82,79.37,100,93.31,91.94,6.71,3223,737,251,2886,3070,523.4,13222,10681,80.78,4173,3122,2,10167,0.852857143,26.28492,79.66608,3.666213,-3.82871,8000000,134.8,1,1.009,1110.364286,-1.06,-0.12,-0.865333333,-0.033233333,0.433313944,0,2021,12,4,343,1,10180,9203,9771,9465,0,4,125.8,0,-3.3698,-3.9817,-4.88786,-7.13507,25.68492,25.287003,23.83075,29.14533,1105.747143,1144.622857,1040.622857,1061.188571,0.52526308,0.4379738,0.500241996,0.304287208,0,0,0,2,-1.06,-0.94,-0.94,-0.55,-0.12,0.069,0.069,-0.058,26.237,25.9282494,10359.57143,9892.666667,-3.655005714,-3.793409333,0.449760547,0.487290437,2,3795.1,-0.976,-0.865333333,0.0123,-0.033233333
10-12-2021,3645,1081,500,3231,3300,1465,325,560,86,1222,435,210.3694805,84.04,64.5,115.35,139.65,49.2,45.75,276,315,86,1222,300,241.4133495,0,0,25,4,2,25,3284,881,500,3031,3052,98.23,90.1,81.5,100,93.81,92.48,6.71,3246,740,257,2918,3072,523.4,13222,10748,81.29,2628,2199,56,10233,1.168571429,25.8995,82.31608,3.577299457,-3.7885,8000000,134.8,1,1.012,1111.212857,-1.06,-0.12,-0.871,-0.033922222,0.437030886,0,2021,12,4,344,1,10106,9030,9393,9509,0,115.6,46,0,-3.45339,-3.79426,-4.74091,-7.27282,25.562002,24.786997,24.041166,29.322416,1108.124286,1139.242857,1047.917143,1065.138571,0.492785941,0.462459743,0.510677188,0.292517536,0,0,0,2,-1.06,-0.94,-0.94,-0.55,-0.12,0.069,0.069,-0.058,26.285214,25.99019387,10451.28571,9937.833333,-3.702878571,-3.761662333,0.441795539,0.48483556,58,3805.1,-0.98,-0.871,0.006,-0.033922222
11-12-2021,3645,1081,500,3231,3300,1465,425,315,86,983,435,212.1860173,84.08,64.5,115.35,139.69,49.26,45.75,270,315,86,844,297,241.5522276,0,0,2,0,0,2,3294,881,500,3045,3064,98.23,90.37,81.5,100,94.24,92.85,6.71,3256,740,263,2924,3072,523.4,13222,10784,81.56,2244,1812,4,10255,1.697142857,25.489088,84.02891,3.504154329,-3.82898,8000000,134.8,1,0.999,1111.915714,-1.06,-0.12,-0.876666667,-0.034611111,0.437816304,0,2021,12,4,345,1,10115,9334,9406,9535,0,577.4,822,0,-3.51191,-3.51159,-3.96917,-7.03918,26.162,24.712,26.322416,29.87033,1110.837143,1129.925714,1057.95,1065.348571,0.474562164,0.486915882,0.537180252,0.295885525,0,0,0,2,-1.06,-0.94,-0.94,-0.55,-0.12,0.069,0.069,-0.058,26.18908371,25.96241627,10546.85714,9983.766667,-3.748174286,-3.756989333,0.436546131,0.481523429,62,2987.1,-0.984,-0.876666667,-0.0003,-0.034611111
12-12-2021,3645,1081,500,3231,3300,1465,555,315,114,983,435,214.0025541,84.17,64.5,115.35,139.73,49.32,45.75,275,315,114,844,299,241.6911057,4.6,0,15,0,0,15,3318,881,500,3058,3076,98.23,91.03,81.5,100,94.65,93.21,6.71,3261,750,269,2950,3064,523.4,13222,10833,81.93,2402,1847,34.6,10294,2.532857143,25.347418,82.82776,3.458059571,-3.87217,8000000,134.8,1,1.008,1116.052857,-1.06,-0.12,-0.882333333,-0.0353,0.43854069,0,2021,12,4,346,1,10201,9910,9855,9549,0,205.2,400.3,0,-3.63813,-3.31277,-4.03315,-7.07213,26.464083,24.891167,26.580748,29.882833,1110.388571,1119.578571,1067.107143,1068.515714,0.443350937,0.526524119,0.536552676,0.29072894,0,0,0,2,-1.06,-0.94,-0.94,-0.55,-0.12,0.069,0.069,-0.058,26.02956014,25.92130527,10637.14286,10016.36667,-3.781608571,-3.751623333,0.435858953,0.478256363,96.6,2621.4,-0.988,-0.882333333,-0.0066,-0.0353
13-12-2021,3645,1081,500,3231,3300,1465,805,315,97,1017,435,215.8190909,84.37,64.5,115.35,139.77,49.38,45.75,274,315,97,844,299,241.8299839,22.6,4,7,0,1,7,3364,881,500,3073,3088,98.23,92.29,81.5,100,95.11,93.58,6.71,3254,762,275,2966,3054,523.4,13222,10906,82.48,2669,1829,41.6,10311,3.34,26.180748,77.042946,3.438978329,-3.84535,8000000,134.8,1,1,1120.195714,-1.06,-0.12,-0.888,-0.035988889,0.441947692,0,2021,12,4,347,1,10335,10273,9903,9559,0,449,25,0,-3.66859,-3.31087,-4.12369,-7.30064,26.19117,24.941164,26.305748,29.472414,1108.951429,1113.115714,1076.767143,1071.742857,0.43729287,0.536900876,0.528957811,0.280569956,0,0,0,2,-1.06,-0.94,-0.94,-0.55,-0.12,0.069,0.069,-0.058,26.02807129,25.9171386,10718.71429,10049.8,-3.80686,-3.742345333,0.436523927,0.475356025,138.2,2638,-0.992,-0.888,-0.0129,-0.035988889
14-12-2021,3645,1081,500,3231,3300,1465,540,315,102,1512,677,217.6356277,84.45,64.5,115.35,139.81,49.49,45.75,276,315,102,1443,298,241.968862,0,8,21,10,13,21,3387,881,500,3087,3110,98.23,92.92,81.5,100,95.54,94.24,6.71,3245,774,282,2966,3048,523.4,13222,10965,82.93,3146,2434,73,10315,3.661428571,26.270327,71.50695,3.564464471,-3.889,8000000,134.8,1,0.99,1123.04,-1.06,-0.12,-0.893666667,-0.036677778,0.440153432,0,2021,12,4,348,1,10497,10460,9922,9576,0,195,4,0,-3.72116,-3.33245,-4.09425,-7.96515,26.641165,26.06825,25.572418,29.176582,1108.245714,1107.327143,1086.757143,1073.321429,0.433318617,0.542633315,0.523898455,0.256609942,0,0,0,3,-1.06,-0.94,-0.94,-0.55,-0.12,0.069,0.069,-0.058,25.97509443,25.94040223,10785.57143,10084.56667,-3.830837143,-3.735503667,0.437500329,0.472564525,211.2,2707,-0.996,-0.893666667,-0.0192,-0.036677778
15-12-2021,3645,1081,500,3231,3300,1465,235,315,97,2517,677,219.4521645,84.44,64.5,115.35,139.85,49.62,45.75,276,315,97,2413,311,242.1077401,0,0,0,0,0,0,3383,881,500,3098,3144,98.23,92.81,81.5,100,95.88,95.27,6.71,3236,786,288,2973,3042,523.4,13222,11006,83.24,3841,3412,0,10325,3.835714286,25.934916,68.69729,3.746849757,-3.92215,8000000,134.8,1,0.985,1121.472857,-1.06,-0.12,-0.899333333,-0.037366667,0.438705942,0,2021,12,4,349,1,10582,10253,9985,9586,0,79.4,53,0,-3.76315,-3.33826,-3.94126,-7.22302,26.35366,26.620325,26.3995,29.053665,1108.607143,1105.55,1095.845714,1072.8,0.433699359,0.537105857,0.512862605,0.287031933,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,25.91527386,25.9249161,10846.14286,10118.6,-3.853551429,-3.734866667,0.438215556,0.470092636,211.2,2654,-1,-0.899333333,-0.0255,-0.037366667
16-12-2021,3645,1081,500,3231,3300,1465,195,315,92,1443,677,221.2687013,84.41,64.5,115.35,139.86,49.74,45.75,276,315,92,1443,296,242.2466182,0,0,0,0,0,0,3374,881,500,3101,3176,98.23,92.57,81.5,100,95.98,96.24,6.71,3236,797,293,2983,3034,523.4,13222,11032,83.44,2722,2422,0,10343,3.335714286,25.441168,70.05993,3.856970843,-3.92846,8000000,134.8,1,1.013,1120.514286,-1.06,-0.12,-0.905,-0.038055556,0.436578864,0,2021,12,4,350,1,10681,10180,9966,9594,2,0,12,0,-3.82871,-3.3698,-4.02177,-7.28691,26.28492,25.68492,25.81408,28.862001,1110.364286,1105.747143,1105.702857,1071.478571,0.433313944,0.52526308,0.500093644,0.285181234,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,25.79473786,25.9124857,10896.28571,10154.13333,-3.867801429,-3.731756333,0.438681973,0.467975476,209.2,2642,-1.004,-0.905,-0.0318,-0.038055556
17-12-2021,3645,1081,500,3231,3300,1465,275,115,86,1064,299,223.0852381,84.4,64.5,115.35,139.87,49.8,45.75,275,115,86,960,290,242.3854964,0,0,0,0,0,0,3372,881,500,3104,3192,98.23,92.51,81.5,100,96.07,96.73,6.71,3246,798,299,3005,3042,523.4,13222,11049,83.57,1839,1726,0,10390,3.021428571,25.145332,71.06915,3.973127657,-3.99463,8000000,134.8,1,0.995,1117.114286,-1.06,-0.12,-0.910666667,-0.038744444,0.433085391,0,2021,12,4,351,1,10748,10106,9733,9580,56,0,0,10,-3.7885,-3.45339,-4.01641,-7.30237,25.8995,25.562002,25.341166,28.845331,1111.212857,1108.124286,1115.385714,1067.002857,0.437030886,0.492785941,0.464633522,0.287719797,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,25.68699957,25.9059579,10939.28571,10198,-3.897248571,-3.731030333,0.438118331,0.466923872,153.2,2642,-1.008,-0.910666667,-0.0381,-0.038744444
18-12-2021,3645,1081,500,3231,3300,1465,325,115,92,861,299,224.9017749,84.42,64.5,115.35,139.91,49.8,45.75,274,115,92,722,289,242.5243745,0,0,0,0,0,0,3377,881,500,3118,3192,98.23,92.65,81.5,100,96.5,96.73,6.71,3246,801,305,3032,3048,523.4,13222,11068,83.71,1692,1492,0,10432,2.491428571,24.874498,63.216038,4.132392129,-3.98674,8000000,134.8,1,1,1114.06,-1.06,-0.12,-0.916333333,-0.039433333,0.431441955,0,2021,12,4,352,1,10784,10115,9244,9564,4,0,181.2,0,-3.82898,-3.51191,-3.90048,-7.31038,25.489088,26.162,26.622416,28.622414,1111.915714,1110.837143,1121.097143,1066.555714,0.437816304,0.474562164,0.462587261,0.290615092,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,25.599201,25.84769397,10979.85714,10258.8,-3.919785714,-3.733905667,0.437207709,0.465885695,149.2,2460.8,-1.012,-0.916333333,-0.0444,-0.039433333
19-12-2021,3645,1081,500,3231,3300,1465,275,115,81,660,299,226.7183117,84.42,64.5,115.35,139.93,49.8,45.75,275,115,81,556,293,242.6632526,0,0,0,0,0,0,3377,881,500,3124,3192,98.23,92.65,81.5,100,96.69,96.73,6.71,3246,804,311,3038,3048,523.4,13222,11074,83.75,1430,1320,0,10447,1.634285714,25.207834,64.16826,4.276915614,-4.03619,8000000,134.8,1,1.002,1110.21,-1.06,-0.12,-0.922,-0.040122222,0.426747653,0,2021,12,4,353,1,10833,10201,9009,9542,34.6,0,391,0,-3.87217,-3.63813,-3.84634,-7.3228,25.347418,26.464083,26.228666,28.907835,1116.052857,1110.388571,1126.172857,1065.087143,0.43854069,0.443350937,0.469046265,0.292391331,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,25.57926043,25.81366623,11014.28571,10327.63333,-3.943217143,-3.740234,0.43552299,0.464475741,114.6,2069.8,-1.016,-0.922,-0.0507,-0.040122222
20-12-2021,3645,1081,500,3231,3300,1465,175,115,67,637,299,228.5348485,84.39,64.5,115.35,139.95,49.8,45.75,257,115,67,556,291,242.8021308,0,0,0,0,0,0,3368,881,500,3131,3192,98.23,92.4,81.5,100,96.9,96.73,6.71,3249,805,316,3038,3054,523.4,13222,11072,83.74,1293,1286,0,10462,0.652857143,24.328667,72.65865,4.3641399,-4.05658,8000000,134.8,1,0.997,1105.98,-1.06,-0.12,-0.927666667,-0.040811111,0.423280501,0,2021,12,4,354,1,10906,10335,9856,9507,41.6,0,48,0,-3.84535,-3.66859,-3.88402,-7.30384,26.180748,26.19117,26.247416,28.524498,1120.195714,1108.951429,1134.091429,1065.047143,0.441947692,0.43729287,0.479401083,0.29612863,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,25.31467743,25.74970793,11038,10368.16667,-3.973392857,-3.745986,0.432856248,0.462605055,73,2021.8,-1.02,-0.927666667,-0.057,-0.040811111
21-12-2021,3645,1081,500,3231,3300,1465,275,115,62,640,299,230.3513853,84.38,64.5,115.35,139.96,49.8,45.75,274,115,62,556,291,242.9410089,0,0,0,0,0,0,3365,881,500,3135,3192,98.23,92.32,81.5,100,97.03,96.73,6.71,3253,806,322,3038,3058,523.4,13222,11073,83.75,1391,1298,0,10477,0.318571429,23.403666,72.32337,4.318927814,-4.0739,8000000,134.8,1,1.01,1105.042857,-1.06,-0.12,-0.933333333,-0.0415,0.422192516,0,2021,12,4,355,1,10965,10497,9946,9552,73,0,17,130,-3.889,-3.72116,-3.93911,-7.20268,26.270327,26.641165,26.253664,28.434916,1123.04,1108.245714,1143.95,1066.014286,0.440153432,0.433318617,0.476119646,0.308696567,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,24.90515443,25.654708,11053.42857,10405.73333,-3.999807143,-3.750479,0.430290403,0.460807484,0,2004.8,-1.024,-0.933333333,-0.0633,-0.0415
22-12-2021,3645,1081,500,3231,3300,1465,275,115,48,640,299,232.1679221,84.38,64.5,115.35,139.96,49.8,45.75,274,115,48,556,288,243.079887,0,0,0,0,0,0,3365,881,500,3135,3192,98.23,92.32,81.5,100,97.03,96.73,6.71,3257,818,328,3038,3064,523.4,13222,11073,83.75,1377,1281,0,10505,0.09,23.0245,70.258125,4.248811957,-4.08461,8000000,134.8,1,0.986,1104.217143,-1.06,-0.12,-0.939,-0.042188889,0.421840726,0,2021,12,4,356,1,11006,10582,10040,9575,0,0,7,22,-3.92215,-3.76315,-3.89462,-7.2225,25.934916,26.35366,26.857834,28.422411,1121.472857,1108.607143,1150.202857,1067.331429,0.438705942,0.433699359,0.477377433,0.307031195,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,24.48938071,25.5269302,11063,10440.16667,-4.023015714,-3.756812,0.427881087,0.458956261,0,1997.8,-1.028,-0.939,-0.0696,-0.042188889
23-12-2021,3645,1081,500,3231,3300,1465,275,115,48,1000,299,233.9844589,84.39,64.5,115.35,139.97,49.8,45.75,261,115,48,722,288,243.2187651,0,0,0,0,0,0,3368,881,500,3159,3192,98.23,92.4,81.5,100,97.77,96.73,6.71,3267,831,333,3231,3068,523.4,13222,11100,83.95,1737,1434,0,10730,0.021428571,23.455748,75.14738,4.167029814,-4.13697,8000000,134.8,1,0.995,1100.834286,-1.06,-0.12,-0.944666667,-0.042877778,0.421296198,0,2021,12,4,357,1,11032,10681,9850,9578,0,2,161,0,-3.92846,-3.82871,-3.9202,-7.15552,25.441168,26.28492,27.0745,28.887001,1120.514286,1110.364286,1152.831429,1069.194286,0.436578864,0.433313944,0.471639582,0.309221106,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,24.20574929,25.40630513,11072.71429,10481.83333,-4.052802857,-3.764037667,0.425697849,0.457278148,0,1836.8,-1.032,-0.944666667,-0.0759,-0.042877778
24-12-2021,3645,1081,500,3231,3300,1465,275,15,53,1034,199,235.8009957,84.4,64.5,115.35,139.98,49.8,45.75,262,15,53,722,191,243.3576433,0,0,0,0,0,0,3370,881,500,3186,3192,98.23,92.46,81.5,100,98.61,96.73,6.71,3277,840,338,3114,3072,523.4,13222,11129,84.17,1576,1243,0,10641,0,23.574495,78.78252,4.106614614,-4.16815,8000000,134.8,1,1.016,1127.402857,-1.06,-0.12,-0.950333333,-0.043566667,0.414687851,0,2021,12,4,358,1,11049,10748,9512,9570,0,56,0,42,-3.99463,-3.7885,-3.94016,-7.2059,25.145332,25.8995,25.534918,28.174494,1117.114286,1111.212857,1149.785714,1074.668571,0.433085391,0.437030886,0.463585189,0.3081348,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,23.981344,25.3409577,11084.14286,10535.73333,-4.077591429,-3.771637333,0.423069629,0.455648237,0,1836.8,-1.036,-0.950333333,-0.0822,-0.043566667
25-12-2021,3645,1081,500,3231,3300,1465,375,15,53,869,165,237.6175325,84.44,64.5,115.35,139.99,49.79,45.75,276,15,53,556,188,243.4965214,0,0,0,0,0,0,3383,881,500,3213,3190,98.23,92.81,81.5,100,99.44,96.67,6.71,3287,847,343,3114,3078,523.4,13222,11167,84.46,1477,1088,0,10669,0,24.022415,76.89489,4.019350143,-4.15029,8000000,134.8,1,1.016,1155.535714,-1.06,-0.12,-0.956,-0.044255556,0.410007921,0,2021,12,4,359,1,11068,10784,9203,9555,0,4,4,31,-3.98674,-3.82898,-3.9817,-7.20243,24.874498,25.489088,25.287003,29.016165,1114.06,1111.915714,1144.622857,1080.922857,0.431441955,0.437816304,0.4379738,0.307044465,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,23.85961786,25.29880477,11098.28571,10601.2,-4.100955714,-3.777257,0.420007624,0.454716041,0,1832.8,-1.04,-0.956,-0.0885,-0.044255556
26-12-2021,3645,1081,500,3231,3300,1465,375,15,53,764,99,239.4340693,84.48,64.5,115.35,140,49.76,45.75,275,15,53,556,191,243.6353995,0,0,0,0,0,0,3398,881,500,3231,3182,98.23,93.22,81.5,100,100,96.42,6.71,3297,861,348,3118,3086,523.4,13222,11192,84.65,1306,1090,0,10710,0,25.084917,74.11521,3.958289371,-4.16132,8000000,134.8,1,1.016,1184.341429,-1.06,-0.12,-0.961666667,-0.044944444,0.403701153,0,2021,12,4,360,1,11074,10833,9030,9537,0,34.6,115.6,0,-4.03619,-3.87217,-3.79426,-7.19379,25.207834,25.347418,24.786997,28.99533,1110.21,1116.052857,1139.242857,1084.382857,0.426747653,0.43854069,0.462459743,0.30453349,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,23.84205829,25.30873543,11115.14286,10673.26667,-4.118831429,-3.789492333,0.416715267,0.452757421,0,1717.2,-1.044,-0.961666667,-0.0948,-0.044944444
27-12-2021,3645,1081,500,3231,3300,1465,375,15,53,265,99,241.2506061,84.52,64.5,115.35,139.99,49.73,45.75,271,15,53,473,185,243.7742776,0,0,0,0,0,0,3409,881,500,3213,3174,98.23,93.53,81.5,100,99.44,96.18,6.71,3307,881,353,3121,3094,523.4,13222,11177,84.53,807,997,0,10756,0.058571429,24.887001,79.639656,3.7942042,-4.23178,8000000,134.8,1,1.016,1213.465714,-1.06,-0.12,-0.967333333,-0.045633333,0.39558131,1,2021,12,4,361,1,11072,10906,9334,9506,0,41.6,577.4,0,-4.05658,-3.84535,-3.51159,-7.21528,24.328667,26.180748,24.712,28.58075,1105.98,1120.195714,1129.925714,1085.701429,0.423280501,0.441947692,0.486915882,0.301785004,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,23.92182029,25.3145688,11130.14286,10734.7,-4.14386,-3.813498667,0.412758239,0.449712935,0,1139.8,-1.048,-0.967333333,-0.1011,-0.045633333
28-12-2021,3645,1081,500,3231,3300,1465,300,15,53,161,99,243.0671429,84.57,64.5,115.35,139.98,49.71,45.75,148,15,53,473,202,243.9131558,0,0,0,0,0,0,3423,881,500,3186,3168,98.23,93.91,81.5,100,98.61,96,6.71,3318,880,358,3124,3100,523.4,13222,11158,84.39,628,891,0,10780,0.182857143,25.186998,79.12228,3.757981343,-4.23229,8000000,134.8,1,1.016,1242.774286,-1.06,-0.12,-0.973,-0.046322222,0.389289874,1,2021,12,4,362,1,11073,10965,9910,9479,0,73,205.2,12,-4.0739,-3.889,-3.31277,-7.19448,23.403666,26.270327,24.891167,27.999498,1105.042857,1123.04,1119.578571,1083.748571,0.422192516,0.440153432,0.526524119,0.294628436,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,24.176582,25.32442983,11142.28571,10776.3,-4.166487143,-3.844149333,0.408057862,0.445138461,0,934.6,-1.052,-0.973,-0.1074,-0.046322222
29-12-2021,3645,1081,500,3231,3300,1465,300,15,53,479.6666667,200,244.8836797,84.62,64.5,115.35,139.96,49.72,45.75,149,15,53,473,189,244.0520339,0,0,5,0,1,5,3437,881,500,3135,3171,98.23,94.29,81.5,100,97.03,96.09,6.71,3325,878,363,3128,3106,523.4,13222,11124,84.13,568,879,11,10800,0.314285714,24.318247,83.979546,3.551545957,-4.3607,8000000,134.8,1,1.016,1273.547143,-1.06,-0.12,-0.978666667,-0.047011111,0.378884529,1,2021,12,4,363,1,11073,11006,10273,9462,0,0,449,14,-4.08461,-3.92215,-3.31087,-7.21432,23.0245,25.934916,24.941164,27.96408,1104.217143,1121.472857,1113.115714,1081.872857,0.421840726,0.438705942,0.536900876,0.295868224,0,0,0,2,-1.06,-1.06,-0.94,-0.55,-0.12,-0.12,0.069,-0.058,24.361403,25.30366593,11149.57143,10804.66667,-4.205928571,-3.879143667,0.401921262,0.439871249,11,496.6,-1.056,-0.978666667,-0.1137,-0.047011111
30-12-2021,3645,1081,500,3231,3300,1465,300,15,53,798.3333333,200,246.7002165,84.67,64.5,115.35,139.86,49.73,45.75,150,15,53,473,185,244.190912,0,0,0,0,0,0,3451,881,500,3101,3174,98.23,94.68,81.5,100,95.98,96.18,6.71,3329,877,368,3131,3112,523.4,13222,11107,84,568,876,0,10817,8.264285714,23.905748,87.97547,3.354859757,-4.26183,8000000,134.8,1,1.016,1304.335714,-1.06,-0.12,-0.98,-0.047333333,0.400771823,0,2021,12,4,364,1,11100,11032,10460,9452,0,0,195,27.4,-4.13697,-3.92846,-3.33245,-7.3157,23.455748,25.441168,26.06825,27.607834,1100.834286,1120.514286,1107.327143,1079.248571,0.421296198,0.436578864,0.542633315,0.293677548,0,0,0,2,-1.06,-1.06,-0.94,-0.94,-0.12,-0.12,0.069,-0.091,24.42568871,25.23158253,11150.57143,10826.23333,-4.223765714,-3.910123,0.398989209,0.435142533,11,301.6,-1.06,-0.98,-0.12,-0.047333333
31-12-2021,3645,1081,500,3231,3300,1465,2195,965,102,1117,1689,248.5167532,85.15,64.53,115.35,139.91,50.1,45.75,2150,965,102,1117,1689,244.3297902,189,90,66,90,103,66,3580,885,500,3114,3273,98.23,98.22,81.87,100,96.38,99.18,6.71,3347,875,373,3135,3120,523.4,13222,11352,85.86,6068,6023,604,10850,14.33857143,25.145334,81.150406,3.263489471,-3.81747,8000000,134.8,1,1.016,1306.795714,-1.06,-0.12,-0.981333333,-0.047655556,0.43894278,0,2021,12,4,365,1,11129,11049,10253,9439,0,0,79.4,6,-4.16815,-3.99463,-3.33826,-7.33353,23.574495,25.145332,26.620325,27.664078,1127.402857,1117.114286,1105.55,1075.474286,0.414687851,0.433085391,0.537105857,0.292230415,0,0,0,2,-1.06,-1.06,-1.06,-0.94,-0.12,-0.12,-0.12,-0.091,24.65009429,25.18241617,11182.42857,10862.86667,-4.173668571,-3.926096667,0.402454199,0.43187043,615,826.2,-1.06,-0.981333333,-0.12,-0.047655556
