Date,Full_Capacity_mcft_CHEMBARAMBAKKAM,Full_Capacity_mcft_CHOLAVARAM,Full_Capacity_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Full_Capacity_mcft_POONDI,Full_Capacity_mcft_PUZHAL,Full_Capacity_mcft_VEERANAM,Inflow_cusecs_CHEMBARAMBAKKAM,Inflow_cusecs_CHOLAVARAM,Inflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Inflow_cusecs_POONDI,Inflow_cusecs_PUZHAL,Inflow_cusecs_VEERANAM,Level_ft_CHEMBARAMBAKKAM,Level_ft_CHOLAVARAM,Level_ft_KANNANKOTTAI_THERVOY_KANDIGAI,Level_ft_POONDI,Level_ft_PUZHAL,Level_ft_VEERANAM,Outflow_cusecs_CHEMBARAMBAKKAM,Outflow_cusecs_CHOLAVARAM,Outflow_cusecs_KANNANKOTTAI_THERVOY_KANDIGAI,Outflow_cusecs_POONDI,Outflow_cusecs_PUZHAL,Outflow_cusecs_VEERANAM,Rainfall_mm_CHEMBARAMBAKKAM,Rainfall_mm_CHOLAVARAM,Rainfall_mm_KANNANKOTTAI_THERVOY_KANDIGAI,Rainfall_mm_POONDI,Rainfall_mm_PUZHAL,Rainfall_mm_VEERANAM,Storage_mcft_CHEMBARAMBAKKAM,Storage_mcft_CHOLAVARAM,Storage_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_mcft_POONDI,Storage_mcft_PUZHAL,Storage_mcft_VEERANAM,Storage_Level_pct_CHEMBARAMBAKKAM,Storage_Level_pct_CHOLAVARAM,Storage_Level_pct_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_Level_pct_POONDI,Storage_Level_pct_PUZHAL,Storage_Level_pct_VEERANAM,Storage_as_on_same_day_last_year_mcft_CHEMBARAMBAKKAM,Storage_as_on_same_day_last_year_mcft_CHOLAVARAM,Storage_as_on_same_day_last_year_mcft_KANNANKOTTAI_THERVOY_KANDIGAI,Storage_as_on_same_day_last_year_mcft_POONDI,Storage_as_on_same_day_last_year_mcft_PUZHAL,Storage_as_on_same_day_last_year_mcft_VEERANAM,Full_Capacity_mcft_TOTAL,Level_ft_TOTAL,Storage_mcft_TOTAL,Storage_Level_pct_TOTAL,Inflow_cusecs_TOTAL,Outflow_cusecs_TOTAL,Rainfall_mm_TOTAL,Storage_as_on_same_day_last_year_mcft_TOTAL,Rainfall_mm_day,temperature_mean_celsius,relative_humidity_mean_percent,evapotranspiration_mm_day,daily_average_water_level,Population,Per_Capita_Consumption_LPCD,Season_Factor,Random_Fluctuation,Total_Consumption_MLD,ENSO_Index,IOD_Index,ENSO_3m,IOD_3m,Water_Security_Index,Crisis_Target
2019-03-05,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,58.50666666666667,123.125,75.0,4.963636363636364,12.844036697247706,6.680571428571429,62.51,46.2,101.83,127.11,32.02,45.75,13.0,8.0,15.0,39.0,90.0,101.00756255044392,0.0,0.0,0.0,0.0,0.0,0.0,18.0,48.0,204.0,469.0,492.0,98.23,0.49,4.44,40.8,14.52,14.91,6.71,1475.0,379.0,210.0,2051.0,1234.0,523.4,13222.0,,1027.0,7.77,0.0,142.0,0.0,5139.0,0.2728571428571393,28.724503,78.27002,5.011986299999999,-6.050890000000001,8000000.0,133.9,1.0,0.995,1096.097142857143,0.8,0.224,0.7463333333333334,0.36443333333333333,0.23784631292198302,3
2019-03-06,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,58.68,124.25,75.0,4.945454545454545,12.623853211009171,9.680857142857144,62.51,46.15,101.83,127.08,31.93,45.75,13.0,8.0,15.0,35.0,90.0,101.14644067796613,0.0,0.0,0.0,0.0,0.0,0.0,18.0,47.0,204.0,466.0,485.0,98.23,0.49,4.35,40.8,14.42,14.7,6.71,1467.0,374.0,210.0,2057.0,1244.0,523.4,13222.0,,1016.0,7.68,0.0,138.0,0.0,5142.0,0.26428571428571074,28.853662,77.018456,5.226693871428572,-6.050890000000001,8000000.0,133.9,1.0,1.003,1095.4157142857143,0.8,0.224,0.7453333333333333,0.36348888888888886,0.23615313201113886,3
2019-03-07,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,58.85333333333334,125.375,75.0,4.927272727272728,12.40366972477064,12.681142857142856,62.51,46.15,101.83,127.05,31.83,45.75,13.0,8.0,15.0,48.0,90.0,101.2853188054883,0.0,0.0,0.0,0.0,0.0,0.0,18.0,47.0,204.0,462.0,477.0,98.23,0.49,4.35,40.8,14.3,14.45,6.71,1459.0,369.0,210.0,2059.0,1254.0,523.4,13222.0,,1004.0,7.59,0.0,151.0,0.0,5141.0,0.05428571428571073,28.501581,79.96963,5.249549585714286,-6.050890000000001,8000000.0,133.9,1.0,1.003,1094.5957142857144,0.8,0.224,0.7443333333333333,0.3625444444444445,0.23540971038284014,3
2019-03-08,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,59.02666666666667,126.5,75.0,4.909090909090909,12.183486238532108,15.681428571428572,62.51,46.15,101.83,127.01,31.75,45.75,13.0,8.0,15.0,38.0,90.0,101.42419693301048,0.0,0.0,0.0,0.0,0.0,0.0,18.0,47.0,204.0,458.0,470.0,98.23,0.49,4.35,40.8,14.18,14.24,6.71,1451.0,364.0,210.0,2059.0,1264.0,523.4,13222.0,,993.0,7.51,0.0,141.0,0.0,5138.0,0.0014285714285678759,28.02867,80.044716,5.145830642857143,-6.050890000000001,8000000.0,133.9,1.0,0.984,1090.1100000000001,0.8,0.224,0.7433333333333333,0.3616,0.23699615590680198,3
2019-03-09,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,59.2,127.625,75.0,4.890909090909091,11.963302752293576,18.681714285714285,62.45,46.15,101.83,126.97,31.67,45.75,13.0,8.0,15.0,46.0,90.0,101.5630750605327,0.0,0.0,0.0,0.0,0.0,0.0,17.0,47.0,204.0,453.0,463.0,98.23,0.47,4.35,40.8,14.02,14.03,6.71,1443.0,359.0,210.0,2057.0,1274.0,523.4,13222.0,,980.0,7.41,0.0,149.0,0.0,5133.0,0.0028571428571393044,28.059916,77.91369,5.220273214285714,-6.050890000000001,8000000.0,133.9,1.0,1.01,1088.7557142857145,0.8,0.224,0.7423333333333332,0.3606555555555556,0.23658455220158284,3
2019-03-10,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,59.373333333333335,128.75,75.0,4.872727272727273,11.743119266055048,21.682,62.45,46.15,101.83,126.93,31.58,45.75,13.0,8.0,15.0,46.0,90.0,101.70195318805489,0.0,0.0,0.0,0.0,0.0,0.0,17.0,47.0,204.0,448.0,456.0,98.23,0.47,4.35,40.8,13.87,13.82,6.71,1443.0,359.0,210.0,2057.0,1274.0,523.4,13222.0,,968.0,7.32,0.0,149.0,0.0,5133.0,0.0028571428571393044,27.718252,75.75222,5.223191214285714,-6.050890000000001,8000000.0,133.9,1.0,0.995,1086.6114285714286,0.8,0.224,0.7413333333333333,0.35971111111111115,0.23693048684551887,3
2019-03-11,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,59.54666666666667,129.875,75.0,4.854545454545455,11.522935779816514,24.682285714285715,62.45,46.15,101.83,126.88,31.49,45.75,13.0,8.0,15.0,52.0,90.0,101.84083131557708,0.0,0.0,0.0,0.0,0.0,0.0,17.0,47.0,204.0,443.0,449.0,98.23,0.47,4.35,40.8,13.71,13.61,6.71,1427.0,349.0,210.0,2039.0,1294.0,523.4,13222.0,,956.0,7.23,0.0,155.0,0.0,5109.0,0.0028571428571393044,27.243256,76.05987,5.2200007,-6.050890000000001,8000000.0,133.9,1.0,1.005,1085.1142857142856,0.8,0.224,0.7403333333333333,0.3587666666666667,0.23717638574392652,3
2019-03-12,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,59.72,131.0,75.0,4.836363636363636,11.30275229357798,27.68257142857143,62.45,46.15,101.83,126.85,31.4,45.75,13.0,8.0,15.0,46.0,90.0,101.97970944309928,0.0,0.0,0.0,0.0,0.0,0.0,17.0,47.0,204.0,439.0,442.0,98.23,0.47,4.35,40.8,13.59,13.39,6.71,1418.0,344.0,210.0,2018.0,1306.0,523.4,13222.0,,945.0,7.15,0.0,149.0,0.0,5086.0,0.0028571428571393044,26.912,76.55591,5.195823842857143,-6.050890000000001,8000000.0,133.9,1.0,0.995,1083.6328571428571,0.8,0.224,0.7393333333333334,0.3578222222222222,0.23759620512757762,3
2019-03-13,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,59.89333333333333,132.125,75.0,4.818181818181818,11.082568807339449,30.682857142857145,62.4,46.15,101.83,126.8,31.31,45.75,13.0,8.0,15.0,52.0,90.0,102.11858757062149,0.0,0.0,0.0,0.0,0.0,0.0,16.0,47.0,204.0,433.0,435.0,98.23,0.44,4.35,40.8,13.4,13.18,6.71,1409.0,334.0,210.0,1997.0,1321.0,523.4,13222.0,,931.0,7.04,0.0,155.0,0.0,5061.0,0.0028571428571393044,26.90158,73.37756,5.170307414285714,-6.050890000000001,8000000.0,133.9,1.0,1.013,1083.662857142857,0.8,0.224,0.7383333333333334,0.3568777777777778,0.23764848252471332,3
2019-03-14,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,60.06666666666666,133.25,75.0,4.8,10.862385321100916,33.68314285714286,62.4,46.15,101.83,126.76,31.22,45.75,13.0,8.0,15.0,46.0,90.0,102.25746569814366,0.0,0.0,0.0,0.0,0.0,0.0,16.0,47.0,204.0,429.0,428.0,98.23,0.44,4.35,40.8,13.28,12.97,6.71,1399.0,326.0,210.0,1980.0,1336.0,523.4,13222.0,,920.0,6.96,0.0,149.0,0.0,5041.0,0.0014285714285678759,27.049498,75.13308,5.268449071428571,-6.050890000000001,8000000.0,133.9,1.0,0.991,1081.9214285714286,0.8,0.224,0.7373333333333333,0.3559333333333333,0.23714906784705206,3
2019-03-15,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,60.24,134.375,75.0,4.781818181818182,10.642201834862384,36.68342857142857,62.34,46.15,101.83,126.72,31.11,45.75,13.0,8.0,15.0,52.0,90.0,102.39634382566588,0.0,0.0,0.0,0.0,0.0,0.0,15.0,47.0,204.0,424.0,420.0,98.23,0.41,4.35,40.8,13.12,12.73,6.71,1389.0,318.0,210.0,1965.0,1351.0,523.4,13222.0,,906.0,6.85,0.0,155.0,0.0,5023.0,0.0014285714285678759,27.234919,75.04673,5.3883383,-6.050890000000001,8000000.0,133.9,1.0,1.001,1082.8257142857144,0.8,0.224,0.7363333333333334,0.3549888888888889,0.23584173799354846,3
2019-03-16,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,60.41333333333333,135.5,75.0,4.763636363636364,10.422018348623851,39.68371428571429,62.34,46.15,101.83,126.68,31.02,45.75,13.0,8.0,15.0,45.0,90.0,102.53522195318806,0.0,0.0,0.0,0.0,0.0,0.0,15.0,47.0,204.0,420.0,413.0,98.23,0.41,4.35,40.8,13.0,12.52,6.71,1379.0,310.0,210.0,1943.0,1366.0,523.4,13222.0,,895.0,6.77,0.0,148.0,0.0,4998.0,0.0,27.057833,70.50486,5.433084342857143,-6.050890000000001,8000000.0,133.9,1.0,1.009,1083.4371428571428,0.8,0.224,0.7353333333333334,0.35404444444444444,0.23522713384172303,3
2019-03-17,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,60.586666666666666,136.625,75.0,4.745454545454545,10.20183486238532,42.684000000000005,62.34,46.15,101.83,126.63,30.93,45.75,13.0,8.0,15.0,52.0,90.0,102.67410008071025,0.0,0.0,0.0,0.0,0.0,0.0,15.0,47.0,204.0,415.0,406.0,98.23,0.41,4.35,40.8,12.84,12.3,6.71,1369.0,302.0,210.0,1921.0,1381.0,523.4,13222.0,,883.0,6.68,0.0,155.0,0.0,4973.0,0.0014285714285678759,27.330751,72.33739,5.483896271428571,-6.050890000000001,8000000.0,133.9,1.0,0.994,1083.7414285714285,0.8,0.224,0.7343333333333334,0.3531,0.2346329953445478,3
2019-03-18,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,60.760000000000005,137.75,75.0,4.727272727272728,9.981651376146786,45.684285714285714,62.28,46.15,101.83,126.6,30.83,45.75,13.0,8.0,15.0,46.0,90.0,102.81297820823244,0.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,204.0,411.0,399.0,98.23,0.38,4.35,40.8,12.72,12.09,6.71,1359.0,294.0,210.0,1899.0,1396.0,523.4,13222.0,,871.0,6.59,0.0,149.0,0.0,4948.0,0.0014285714285678759,27.759918,74.09326,5.508941699999999,-6.050890000000001,8000000.0,133.9,1.0,1.012,1085.0528571428572,0.8,0.224,0.7333333333333333,0.3521555555555556,0.23400848289227336,3
2019-03-19,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,60.93333333333334,138.875,75.0,4.709090909090909,9.761467889908255,48.68457142857143,62.28,46.15,101.83,126.55,30.74,45.75,13.0,8.0,15.0,46.0,90.0,102.95185633575464,0.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,204.0,406.0,392.0,98.23,0.38,4.35,40.8,12.57,11.88,6.71,1348.0,286.0,210.0,1882.0,1411.0,523.4,13222.0,,859.0,6.5,0.0,149.0,0.0,4927.0,0.0014285714285678759,27.911997,74.55059,5.553858057142857,-6.050890000000001,8000000.0,133.9,1.0,1.016,1089.4871428571428,0.8,0.224,0.7323333333333335,0.35121111111111114,0.23250799501146044,3
2019-03-20,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,61.10666666666667,140.0,75.0,4.690909090909091,9.541284403669724,51.68485714285715,62.25,46.15,101.83,126.505,30.635,45.75,13.0,8.0,15.0,46.0,90.0,103.09073446327685,0.0,0.0,0.0,0.0,0.0,0.0,13.5,47.0,204.0,401.0,384.5,98.23,0.37,4.35,40.8,12.415,11.65,6.71,1338.0,276.0,210.0,1869.5,1426.0,523.4,13222.0,,846.0,6.4,0.0,149.0,0.0,4909.5,0.0014285714285678759,27.728666,74.58735,5.571559057142857,-6.050890000000001,8000000.0,133.9,1.0,0.987,1089.8128571428572,0.8,0.224,0.7313333333333334,0.35026666666666667,0.23215822716667645,3
2019-03-21,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,61.28,141.125,75.0,4.672727272727273,9.321100917431192,54.68514285714286,62.22,46.15,101.83,126.46,30.53,45.75,13.0,8.0,15.0,46.0,90.0,103.22961259079904,0.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,204.0,396.0,377.0,98.23,0.36,4.35,40.8,12.26,11.42,6.71,1328.0,266.0,210.0,1857.0,1441.0,523.4,13222.0,,833.0,6.3,0.0,149.0,0.0,4892.0,0.0014285714285678759,28.322418,73.39974,5.6051394,-6.050890000000001,8000000.0,133.9,1.0,0.999,1091.3600000000001,0.8,0.224,0.7303333333333334,0.3493222222222222,0.23140123816047173,3
2019-03-22,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,61.45333333333333,142.25,75.0,4.654545454545454,9.10091743119266,57.685428571428574,62.22,46.15,101.83,126.41,30.43,45.75,13.0,8.0,15.0,46.0,90.0,103.36849071832124,0.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,204.0,391.0,370.0,98.23,0.36,4.35,40.8,12.1,11.21,6.71,1317.0,249.0,210.0,1845.0,1459.0,523.4,13222.0,,821.0,6.21,0.0,149.0,0.0,4870.0,0.0014285714285678759,28.391165,76.59425,5.644097157142857,-6.050890000000001,8000000.0,133.9,1.0,0.998,1092.467142857143,0.8,0.224,0.7293333333333334,0.3483777777777778,0.2307128068884638,3
2019-03-23,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,61.626666666666665,143.375,75.0,4.636363636363637,8.880733944954127,60.68571428571429,62.22,46.15,101.83,126.36,30.33,45.75,13.0,8.0,15.0,46.0,90.0,103.50736884584344,0.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,204.0,386.0,363.0,98.23,0.36,4.35,40.8,11.95,11.0,6.71,1306.0,232.0,210.0,1833.0,1479.0,523.4,13222.0,,809.0,6.12,0.0,149.0,0.0,4850.0,0.0014285714285678759,28.203667,76.5793,5.650728114285713,-6.050890000000001,8000000.0,133.9,1.0,1.005,1093.0057142857142,0.8,0.224,0.7283333333333333,0.3474333333333333,0.23041263605558016,3
2019-03-24,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,61.8,144.5,75.0,4.618181818181818,8.660550458715594,63.686,62.16,46.15,101.83,126.31,30.23,45.75,13.0,8.0,15.0,46.0,90.0,103.64624697336562,0.0,0.0,0.0,0.0,0.0,0.0,12.0,47.0,204.0,380.0,356.0,98.23,0.33,4.35,40.8,11.76,10.79,6.71,1296.0,214.0,210.0,1820.0,1501.0,523.4,13222.0,,795.0,6.01,0.0,149.0,0.0,4831.0,0.0,27.999502,76.282585,5.619221042857143,-6.050890000000001,8000000.0,133.9,1.0,0.978,1091.1457142857143,0.8,0.224,0.7273333333333334,0.34648888888888885,0.23094271179337508,3
2019-03-25,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,61.97333333333333,145.625,75.0,4.6,8.440366972477062,66.68628571428573,62.16,46.15,101.83,126.36,30.13,45.75,13.0,8.0,15.0,46.0,90.0,103.7851251008878,0.0,0.0,0.0,0.0,0.0,0.0,12.0,47.0,204.0,374.0,349.0,98.23,0.33,4.35,40.8,11.58,10.58,6.71,1285.0,196.0,210.0,1809.0,1523.0,523.4,13222.0,,782.0,5.91,0.0,149.0,0.0,4813.0,0.0,28.205748,74.3561,5.641842185714286,-6.050890000000001,8000000.0,133.9,1.0,0.986,1085.6128571428574,0.8,0.224,0.7263333333333334,0.34554444444444443,0.23190003069669107,3
2019-03-26,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,62.14666666666667,146.75,75.0,4.581818181818182,8.220183486238533,69.68657142857144,62.22,46.15,101.83,126.36,30.33,45.75,13.0,8.0,15.0,46.0,90.0,103.92400322841002,0.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,204.0,386.0,363.0,98.23,0.36,4.35,40.8,11.95,11.0,6.71,1306.0,232.0,210.0,1833.0,1479.0,523.4,13222.0,,809.0,6.12,0.0,149.0,0.0,4850.0,0.0,27.55367,74.94813,5.659472899999999,-6.050890000000001,8000000.0,133.9,1.0,1.007,1078.9371428571428,0.8,0.224,0.7253333333333334,0.3446,0.23357163569579775,3
2019-03-27,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,62.32,147.875,75.0,4.563636363636364,8.0,72.68685714285715,62.1,46.11,101.83,126.14,29.93,45.75,13.0,8.0,15.0,46.0,90.0,104.0628813559322,0.0,0.0,0.0,0.0,0.0,0.0,11.0,46.0,204.0,362.0,335.0,98.23,0.3,4.26,40.8,11.2,10.15,6.71,1262.0,160.0,210.0,1774.0,1567.0,523.4,13222.0,,754.0,5.7,8.0,157.0,0.0,4763.0,0.0,28.186998,75.495155,5.6959690428571434,-6.050890000000001,8000000.0,133.9,1.0,1.01,1076.107142857143,0.8,0.224,0.7243333333333333,0.34365555555555555,0.2333647887812202,3
2019-03-28,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,62.49333333333333,149.0,75.0,4.545454545454546,8.0,75.68714285714287,62.1,46.11,101.83,126.08,29.82,45.75,13.0,8.0,15.0,46.0,90.0,104.2017594834544,0.0,0.0,0.0,0.0,0.0,0.0,11.0,46.0,204.0,356.0,328.0,98.23,0.3,4.26,40.8,11.02,9.94,6.71,1251.0,142.0,210.0,1739.0,1589.0,523.4,13222.0,,741.0,5.6,8.0,157.0,0.0,4721.0,0.0,28.632833,78.00004,5.6979478,-6.050890000000001,8000000.0,133.9,1.0,1.004,1074.1342857142859,0.8,0.224,0.7233333333333333,0.34271111111111113,0.2336685165892893,3
2019-03-29,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,62.66666666666667,150.125,75.0,4.527272727272727,8.0,78.68742857142858,62.1,46.05,101.83,126.02,29.72,45.75,13.0,8.0,15.0,46.0,90.0,104.3406376109766,0.0,0.0,0.0,0.0,0.0,0.0,11.0,45.0,204.0,350.0,321.0,98.23,0.3,4.16,40.8,10.83,9.73,6.71,1239.0,128.0,210.0,1705.0,1611.0,523.4,13222.0,,727.0,5.5,8.0,157.0,0.0,4683.0,0.0,28.680748,75.64515,5.751731214285714,-6.050890000000001,8000000.0,133.9,1.0,1.004,1073.0800000000002,0.8,0.224,0.7223333333333334,0.34176666666666666,0.23333804339011516,3
2019-03-30,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,62.84,151.25,75.0,4.509090909090909,10.0,81.68771428571429,62.03,46.01,101.83,125.97,29.61,45.75,13.0,10.0,15.0,46.0,90.0,104.4795157384988,0.0,0.0,0.0,0.0,0.0,0.0,10.0,44.0,204.0,344.0,314.0,98.23,0.27,4.07,40.8,10.65,9.52,6.71,1228.0,115.0,210.0,1675.0,1629.0,523.4,13222.0,,712.0,5.38,10.0,159.0,0.0,4647.0,0.0,29.2245,76.61142,5.827564214285715,-6.050890000000001,8000000.0,133.9,1.0,0.998,1071.0914285714284,0.8,0.224,0.7213333333333334,0.3408222222222222,0.23303626383711323,3
2019-03-31,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.013333333333335,152.375,75.0,4.490909090909091,11.0,84.68800000000002,62.03,45.955,101.83,125.915,29.51,45.75,13.0,11.0,15.0,46.0,90.0,104.618393866021,0.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,204.0,338.5,307.5,98.23,0.27,3.98,40.8,10.48,9.32,6.71,1221.5,107.5,210.0,1643.0,1644.5,523.4,13222.0,,699.0,5.285,11.0,160.0,0.0,4616.5,0.0,29.191168,74.984505,5.917871442857142,-6.050890000000001,8000000.0,133.9,1.0,0.987,1070.6299999999999,0.8,0.224,0.7203333333333333,0.3398777777777778,0.2322888018082016,3
2019-04-01,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.18666666666667,153.5,75.0,4.472727272727273,12.0,87.68828571428573,62.03,45.9,101.83,125.86,29.41,45.75,13.0,12.0,15.0,46.0,90.0,104.75727199354318,0.0,0.0,0.0,0.0,0.0,0.0,10.0,42.0,204.0,333.0,301.0,98.23,0.27,3.89,40.8,10.31,9.12,6.71,1215.0,100.0,210.0,1611.0,1660.0,523.4,13222.0,,686.0,5.19,12.0,161.0,0.0,4586.0,0.0,28.828669,76.56646,5.911729957142858,-6.050890000000001,8000000.0,147.29,1.1,0.998,1072.692857142857,0.62,0.258,0.7200000000000001,0.33844444444444444,0.23172983436810582,3
2019-04-02,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.36,154.625,75.0,4.454545454545455,12.0,90.68857142857144,61.97,45.85,101.83,125.81,29.32,45.75,13.0,12.0,15.0,46.0,90.0,104.89615012106538,0.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,204.0,328.0,295.0,98.23,0.25,3.79,40.8,10.15,8.94,6.71,1206.0,96.0,210.0,1580.0,1672.0,523.4,13222.0,,673.0,5.09,12.0,161.0,0.0,4554.0,0.0,28.468252,75.1509,5.911515171428571,-6.050890000000001,8000000.0,147.29,1.1,1.012,1076.1057142857142,0.62,0.258,0.7196666666666667,0.3370111111111111,0.23081341002098438,3
2019-04-03,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.53333333333333,155.75,75.0,4.4363636363636365,12.0,93.68885714285716,61.97,45.8,101.83,125.77,29.23,45.75,6.0,12.0,15.0,38.0,90.0,105.03502824858758,0.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0,204.0,324.0,289.0,98.23,0.25,3.7,40.8,10.03,8.76,6.71,1196.0,93.0,210.0,1549.0,1682.0,523.4,13222.0,,662.0,5.01,12.0,146.0,0.0,4520.0,0.0,28.874502,74.34058,5.902785885714286,-6.050890000000001,8000000.0,147.29,1.1,1.001,1078.7957142857142,0.62,0.258,0.7193333333333333,0.3355777777777778,0.23015154178785951,3
2019-04-04,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.70666666666666,156.875,75.0,4.418181818181818,12.0,96.68914285714288,61.97,45.75,101.83,125.74,29.14,45.75,6.0,12.0,15.0,31.0,90.0,105.17390637610976,0.0,0.0,0.0,0.0,0.0,0.0,9.0,39.0,204.0,321.0,283.0,98.23,0.25,3.61,40.8,9.94,8.58,6.71,1186.0,91.0,210.0,1518.0,1692.0,523.4,13222.0,,652.0,4.93,12.0,139.0,0.0,4487.0,0.0,28.695328,78.87277,5.887516342857144,-6.050890000000001,8000000.0,147.29,1.1,0.996,1080.9157142857143,0.62,0.258,0.7190000000000001,0.33414444444444447,0.22968307377157285,3
2019-04-05,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,63.88,158.0,75.0,4.4,12.0,99.68942857142858,61.92,45.69,101.83,125.7,29.04,45.75,6.0,12.0,15.0,39.0,90.0,105.31278450363196,0.0,0.0,0.0,0.0,0.0,0.0,8.0,38.0,204.0,317.0,277.0,98.23,0.22,3.52,40.8,9.81,8.39,6.71,1176.0,89.0,210.0,1487.0,1703.0,523.4,13222.0,,640.0,4.84,12.0,147.0,0.0,4455.0,0.0,29.126585,77.979416,5.8620323999999995,-6.050890000000001,8000000.0,147.29,1.1,1.0,1083.1842857142858,0.62,0.258,0.7186666666666666,0.3327111111111111,0.2292412653339806,3
2019-04-06,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,64.05333333333334,159.125,75.0,4.381818181818182,12.0,102.6897142857143,61.92,45.64,101.83,125.66,28.94,45.75,6.0,12.0,15.0,41.0,90.0,105.45166263115416,0.0,0.0,0.0,0.0,0.0,0.0,8.0,37.0,204.0,313.0,271.0,98.23,0.22,3.42,40.8,9.69,8.21,6.71,1166.0,87.0,210.0,1446.0,1713.0,523.4,13222.0,,629.0,4.76,12.0,149.0,0.0,4412.0,0.0,29.272417,75.95441,5.831971014285715,-6.050890000000001,8000000.0,147.29,1.1,1.017,1088.8671428571429,0.62,0.258,0.7183333333333334,0.3312777777777777,0.2280616310221841,3
2019-04-07,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,64.22666666666666,160.25,75.0,4.363636363636363,12.0,105.69,61.92,45.59,101.83,125.6,28.86,45.75,6.0,12.0,15.0,46.0,90.0,105.59054075867635,0.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,204.0,308.0,266.0,98.23,0.22,3.33,40.8,9.53,8.06,6.71,1155.0,85.0,210.0,1406.0,1733.0,523.4,13222.0,,618.0,4.67,12.0,154.0,0.0,4379.0,0.0,29.60575,76.13759,5.777827442857143,-6.050890000000001,8000000.0,147.29,1.1,1.011,1098.5685714285714,0.62,0.258,0.7180000000000001,0.32984444444444444,0.22615043715790525,3
2019-04-08,3645.0,1081.0,500.0,3231.0,3300.0,1465.0,64.4,161.375,75.0,4.345454545454546,12.0,108.69028571428572,61.84,45.54,101.83,125.55,28.76,45.75,6.0,12.0,15.0,46.0,90.0,105.72941888619854,0.0,0.0,0.0,0.0,0.0,0.0,7.0,35.0,204.0,303.0,260.0,98.23,0.19,3.24,40.8,9.38,7.88,6.71,1144.0,83.0,210.0,1365.0,1751.0,523.4,13222.0,,605.0,4.58,12.0,154.0,0.0,4343.0,0.0,29.614084,78.23968,5.766307642857143,-6.050890000000001,8000000.0,147.29,1.1,0.996,1107.457142857143,0.62,0.258,0.7176666666666667,0.3284111111111111,0.22406578552544484,3
