Date,Population,Per_Capita_Consumption_LPCD,Season_Factor,Random_Fluctuation,Total_Consumption_MLD,Crisis_Event
2018-03-12,8000000,133.6,1.0,0.999,1026.97,
2018-03-13,8000000,133.6,1.0,1.015,1044.05,
2018-03-14,8000000,133.6,1.0,0.993,1038.47,
2018-03-15,8000000,133.6,1.0,0.981,1021.52,
2018-03-16,8000000,133.6,1.0,1.016,1039.89,
2018-03-17,8000000,133.6,1.0,1.0,1041.8,
2018-03-18,8000000,133.6,1.0,0.998,1041.09,
2018-03-19,8000000,133.6,1.0,0.987,1029.86,
2018-03-20,8000000,133.6,1.0,1.006,1037.33,
2018-03-21,8000000,133.6,1.0,1.016,1054.38,
2018-03-22,8000000,133.6,1.0,0.992,1046.85,
2018-03-23,8000000,133.6,1.0,1.01,1057.86,
2018-03-24,8000000,133.6,1.0,1.0,1058.51,
2018-03-25,8000000,133.6,1.0,1.011,1069.63,
2018-03-26,8000000,133.6,1.0,1.002,1072.03,
2018-03-27,8000000,133.6,1.0,1.011,1083.46,
2018-03-28,8000000,133.6,1.0,1.0,1082.76,
2018-03-29,8000000,133.6,1.0,1.005,1087.5,
2018-03-30,8000000,133.6,1.0,1.002,1088.94,
2018-03-31,8000000,133.6,1.0,0.982,1068.8,
2018-04-01,8000000,146.96,1.1,0.992,1066.2,
2018-04-02,8000000,146.96,1.1,0.997,1069.05,
2018-04-03,8000000,146.96,1.1,1.001,1075.57,
2018-04-04,8000000,146.96,1.1,1.004,1084.65,
2018-04-05,8000000,146.96,1.1,1.013,1102.94,
2018-04-06,8000000,146.96,1.1,1.001,1107.59,
2018-04-07,8000000,146.96,1.1,1.005,1115.84,
2018-04-08,8000000,146.96,1.1,1.021,1141.01,
2018-04-09,8000000,146.96,1.1,0.989,1131.03,
2018-04-10,8000000,146.96,1.1,0.992,1125.05,
2018-04-11,8000000,146.96,1.1,0.979,1104.97,
2018-04-12,8000000,146.96,1.1,1.002,1110.36,
2018-04-13,8000000,146.96,1.1,1.012,1126.66,
2018-04-14,8000000,146.96,1.1,1.011,1140.8,
2018-04-15,8000000,146.96,1.1,1.001,1144.11,
2018-04-16,8000000,146.96,1.1,0.982,1126.47,
2018-04-17,8000000,146.96,1.1,1.005,1133.76,
2018-04-18,8000000,146.96,1.1,0.989,1124.42,
2018-04-19,8000000,146.96,1.1,1.008,1135.4,
2018-04-20,8000000,146.96,1.1,1.001,1138.5,
2018-04-21,8000000,146.96,1.1,1.002,1143.05,
2018-04-22,8000000,146.96,1.1,1.002,1147.14,
2018-04-23,8000000,146.96,1.1,1.01,1159.83,
2018-04-24,8000000,146.96,1.1,0.998,1158.85,
2018-04-25,8000000,146.96,1.1,0.997,1156.57,
2018-04-26,8000000,146.96,1.1,1.015,1174.06,
2018-04-27,8000000,146.96,1.1,0.995,1168.76,
2018-04-28,8000000,146.96,1.1,0.988,1155.89,
2018-04-29,8000000,146.96,1.1,0.987,1142.67,
2018-04-30,8000000,146.96,1.1,0.992,1136.16,
2018-05-01,8000000,146.96,1.1,1.013,1152.06,
2018-05-02,8000000,146.96,1.1,0.978,1129.67,
2018-05-03,8000000,146.96,1.1,1.002,1133.81,
2018-05-04,8000000,146.96,1.1,1.0,1135.53,
2018-05-05,8000000,146.96,1.1,0.995,1132.46,
2018-05-06,8000000,146.96,1.1,0.993,1127.04,
2018-05-07,8000000,146.96,1.1,0.997,1125.85,
2018-05-08,8000000,146.96,1.1,1.018,1147.66,
2018-05-09,8000000,146.96,1.1,1.004,1153.36,
2018-05-10,8000000,146.96,1.1,0.995,1148.88,
2018-05-11,8000000,146.96,1.1,0.991,1140.65,
2018-05-12,8000000,146.96,1.1,1.013,1156.6,
2018-05-13,8000000,146.96,1.1,1.005,1162.69,
2018-05-14,8000000,146.96,1.1,0.992,1154.71,
2018-05-15,8000000,146.96,1.1,1.004,1160.44,
2018-05-16,8000000,146.96,1.1,1.001,1162.49,
2018-05-17,8000000,146.96,1.1,0.988,1149.81,
2018-05-18,8000000,146.96,1.1,1.01,1162.36,
2018-05-19,8000000,146.96,1.1,0.981,1142.28,
2018-05-20,8000000,146.96,1.1,1.001,1144.54,
2018-05-21,8000000,146.96,1.1,1.004,1150.44,
2018-05-22,8000000,146.96,1.1,0.988,1138.58,
2018-05-23,8000000,146.96,1.1,0.999,1139.7,
2018-05-24,8000000,146.96,1.1,1.002,1143.78,
2018-05-25,8000000,146.96,1.1,0.987,1130.91,
2018-05-26,8000000,146.96,1.1,1.006,1140.09,
2018-05-27,8000000,146.96,1.1,1.003,1145.23,
2018-05-28,8000000,146.96,1.1,0.972,1115.93,
2018-05-29,8000000,146.96,1.1,0.996,1114.15,
2018-05-30,8000000,146.96,1.1,0.986,1102.09,
2018-05-31,8000000,146.96,1.1,1.002,1108.05,
2018-06-01,8000000,146.96,1.1,0.978,1088.14,
2018-06-02,8000000,146.96,1.1,1.009,1101.58,
2018-06-03,8000000,146.96,1.1,1.001,1106.39,
2018-06-04,8000000,146.96,1.1,0.998,1108.11,
2018-06-05,8000000,146.96,1.1,0.989,1099.7,
2018-06-06,8000000,146.96,1.1,0.993,1095.92,
2018-06-07,8000000,146.96,1.1,1.025,1126.01,
2018-06-08,8000000,146.96,1.1,0.998,1126.73,
2018-06-09,8000000,146.96,1.1,1.003,1131.96,
2018-06-10,8000000,146.96,1.1,1.011,1146.48,
2018-06-11,8000000,146.96,1.1,1.012,1161.07,
2018-06-12,8000000,146.96,1.1,0.999,1161.02,
2018-06-13,8000000,146.96,1.1,0.999,1160.61,
2018-06-14,8000000,146.96,1.1,1.012,1174.26,
2018-06-15,8000000,146.96,1.1,1.004,1178.41,
2018-06-16,8000000,146.96,1.1,0.986,1162.87,
2018-06-17,8000000,146.96,1.1,0.988,1149.86,
2018-06-18,8000000,146.96,1.1,0.985,1135.28,
2018-06-19,8000000,146.96,1.1,0.996,1132.64,
2018-06-20,8000000,146.96,1.1,1.006,1140.81,
2018-06-21,8000000,146.96,1.1,1.007,1150.49,
2018-06-22,8000000,146.96,1.1,0.999,1151.02,
2018-06-23,8000000,146.96,1.1,0.986,1136.99,
2018-06-24,8000000,146.96,1.1,1.003,1142.69,
2018-06-25,8000000,146.96,1.1,1.019,1164.91,
2018-06-26,8000000,146.96,1.1,0.995,1159.4,
2018-06-27,8000000,146.96,1.1,1.0,1160.63,
2018-06-28,8000000,146.96,1.1,1.004,1166.09,
2018-06-29,8000000,146.96,1.1,0.986,1151.52,
2018-06-30,8000000,146.96,1.1,1.01,1164.04,
2018-07-01,8000000,126.92,0.95,0.983,1137.42,
2018-07-02,8000000,126.92,0.95,1.014,1146.38,
2018-07-03,8000000,126.92,0.95,1.017,1158.03,
2018-07-04,8000000,126.92,0.95,1.024,1177.37,
2018-07-05,8000000,126.92,0.95,0.996,1164.95,
2018-07-06,8000000,126.92,0.95,1.004,1162.15,
2018-07-07,8000000,126.92,0.95,1.003,1158.08,
2018-07-08,8000000,126.92,0.95,0.989,1138.77,
2018-07-09,8000000,126.92,0.95,0.991,1122.88,
2018-07-10,8000000,126.92,0.95,0.991,1107.97,
2018-07-11,8000000,126.92,0.95,0.995,1097.76,
2018-07-12,8000000,126.92,0.95,0.988,1081.23,
2018-07-13,8000000,126.92,0.95,1.008,1085.97,
2018-07-14,8000000,126.92,0.95,1.009,1092.11,
2018-07-15,8000000,126.92,0.95,0.987,1074.77,
2018-07-16,8000000,126.92,0.95,0.998,1069.45,
2018-07-17,8000000,126.92,0.95,0.994,1060.52,
2018-07-18,8000000,126.92,0.95,1.004,1061.94,
2018-07-19,8000000,126.92,0.95,1.013,1072.66,
2018-07-20,8000000,126.92,0.95,1.003,1072.74,
2018-07-21,8000000,126.92,0.95,0.998,1067.91,
2018-07-22,8000000,126.92,0.95,0.992,1057.07,
2018-07-23,8000000,126.92,0.95,1.014,1069.4,
2018-07-24,8000000,126.92,0.95,1.006,1072.3,
2018-07-25,8000000,126.92,0.95,1.006,1075.37,
2018-07-26,8000000,126.92,0.95,1.013,1086.09,
2018-07-27,8000000,126.92,0.95,0.982,1064.03,
2018-07-28,8000000,127.2,0.95,0.996,1057.75,
2018-07-29,8000000,127.2,0.95,1.007,1062.83,
2018-07-30,8000000,127.2,0.95,0.988,1048.62,
2018-07-31,8000000,127.2,0.95,1.006,1053.0,
2018-08-01,8000000,127.2,0.95,0.991,1041.78,
2018-08-02,8000000,127.2,0.95,0.979,1019.94,
2018-08-03,8000000,127.2,0.95,0.996,1016.25,
2018-08-04,8000000,127.2,0.95,1.005,1021.15,
2018-08-05,8000000,127.2,0.95,1.0,1021.2,
2018-08-06,8000000,127.2,0.95,0.991,1011.96,
2018-08-07,8000000,127.2,0.95,1.015,1026.51,
2018-08-08,8000000,127.2,0.95,1.002,1028.41,
2018-08-09,8000000,127.2,0.95,0.994,1021.64,
2018-08-10,8000000,127.2,0.95,0.996,1017.65,
2018-08-11,8000000,127.2,0.95,1.004,1021.82,
2018-08-12,8000000,127.2,0.95,0.978,1000.39,
2018-08-13,8000000,127.2,0.95,0.991,992.36,
2018-08-14,8000000,127.2,0.95,1.005,998.49,
2018-08-15,8000000,127.2,0.95,0.996,996.01,
2018-08-16,8000000,127.2,0.95,0.988,986.08,
2018-08-17,8000000,127.2,0.95,1.008,994.75,
2018-08-18,8000000,127.2,0.95,0.997,993.28,
2018-08-19,8000000,127.2,0.95,0.976,971.44,
2018-08-20,8000000,127.2,0.95,0.997,970.9,
2018-08-21,8000000,127.2,0.95,0.995,968.43,
2018-08-22,8000000,127.2,0.95,1.012,982.03,
2018-08-23,8000000,127.2,0.95,1.016,999.06,
2018-08-24,8000000,127.2,0.95,1.003,1003.27,
2018-08-25,8000000,127.2,0.95,1.002,1005.94,
2018-08-26,8000000,127.2,0.95,0.992,999.05,
2018-08-27,8000000,127.2,0.95,1.005,1004.33,
2018-08-28,8000000,127.2,0.95,0.997,1002.18,
2018-08-29,8000000,127.2,0.95,1.007,1009.34,
2018-08-30,8000000,127.2,0.95,0.997,1006.66,
2018-08-31,8000000,127.2,0.95,0.99,997.7,
2018-09-01,8000000,127.2,0.95,0.999,998.2,
2018-09-02,8000000,127.2,0.95,1.008,1006.83,
2018-09-03,8000000,127.2,0.95,0.988,996.06,
2018-09-04,8000000,127.2,0.95,0.997,994.12,
2018-09-05,8000000,127.2,0.95,1.001,996.3,
2018-09-06,8000000,127.2,0.95,0.998,995.03,
2018-09-07,8000000,127.2,0.95,1.024,1018.48,
2018-09-08,8000000,127.2,0.95,1.009,1026.73,
2018-09-09,8000000,127.2,0.95,1.013,1038.62,
2018-09-10,8000000,127.2,0.95,1.007,1044.51,
2018-09-11,8000000,127.2,0.95,0.994,1037.32,
2018-09-12,8000000,127.2,0.95,0.997,1033.17,
2018-09-13,8000000,127.2,0.95,1.003,1035.17,
2018-09-14,8000000,127.2,0.95,0.996,1030.16,
2018-09-15,8000000,127.2,0.95,1.012,1041.22,
2018-09-16,8000000,127.2,0.95,0.987,1026.91,
2018-09-17,8000000,127.2,0.95,0.99,1016.95,
2018-09-18,8000000,127.2,0.95,1.005,1021.73,
2018-09-19,8000000,127.2,0.95,1.008,1029.4,
2018-09-20,8000000,127.2,0.95,1.009,1037.36,
2018-09-21,8000000,127.2,0.95,1.011,1047.63,
2018-09-22,8000000,127.2,0.95,1.006,1051.67,
2018-09-23,8000000,127.2,0.95,1.014,1063.84,
2018-09-24,8000000,127.2,0.95,1.002,1063.34,
2018-09-25,8000000,127.2,0.95,1.002,1063.51,
2018-09-26,8000000,127.2,0.95,1.018,1079.01,
2018-09-27,8000000,127.2,0.95,1.008,1084.05,
2018-09-28,8000000,127.2,0.95,0.981,1060.94,
2018-09-29,8000000,127.2,0.95,0.985,1043.88,
2018-09-30,8000000,127.2,0.95,0.985,1027.69,
2018-10-01,8000000,133.9,1.0,0.987,1016.88,
2018-10-02,8000000,133.9,1.0,1.0,1019.73,
2018-10-03,8000000,133.9,1.0,0.998,1020.61,
2018-10-04,8000000,133.9,1.0,1.008,1030.94,
2018-10-05,8000000,133.9,1.0,1.003,1035.48,
2018-10-06,8000000,133.9,1.0,0.991,1028.31,
2018-10-07,8000000,133.9,1.0,1.017,1047.33,
2018-10-08,8000000,133.9,1.0,0.993,1041.23,
2018-10-09,8000000,133.9,1.0,1.009,1051.73,
2018-10-10,8000000,133.9,1.0,1.015,1067.3,
2018-10-11,8000000,133.9,1.0,0.982,1049.28,
2018-10-12,8000000,133.9,1.0,1.005,1055.29,
2018-10-13,8000000,133.9,1.0,0.998,1054.48,
2018-10-14,8000000,133.9,1.0,1.014,1068.95,
2018-10-15,8000000,133.9,1.0,1.001,1070.03,
2018-10-16,8000000,133.9,1.0,0.993,1062.99,
2018-10-17,8000000,133.9,1.0,0.994,1057.77,
2018-10-18,8000000,133.9,1.0,1.01,1068.69,
2018-10-19,8000000,133.9,1.0,1.0,1069.16,
2018-10-20,8000000,133.9,1.0,1.003,1072.33,
2018-10-21,8000000,133.9,1.0,1.017,1089.56,
2018-10-22,8000000,133.9,1.0,1.002,1090.89,
2018-10-23,8000000,133.9,1.0,1.018,1109.01,
2018-10-24,8000000,133.9,1.0,1.004,1111.64,
2018-10-25,8000000,133.9,1.0,0.98,1088.76,
2018-10-26,8000000,133.9,1.0,0.981,1067.85,
2018-10-27,8000000,133.9,1.0,0.987,1054.94,
2018-10-28,8000000,133.9,1.0,1.004,1059.64,
2018-10-29,8000000,133.9,1.0,0.996,1056.34,
2018-10-30,8000000,133.9,1.0,0.993,1050.01,
2018-10-31,8000000,133.9,1.0,0.996,1047.56,
2018-11-01,8000000,133.9,1.0,0.985,1033.48,
2018-11-02,8000000,133.9,1.0,1.012,1047.36,
2018-11-03,8000000,133.9,1.0,1.001,1049.54,
2018-11-04,8000000,133.9,1.0,1.017,1067.64,
2018-11-05,8000000,133.9,1.0,0.993,1061.17,
2018-11-06,8000000,133.9,1.0,1.006,1067.69,
2018-11-07,8000000,133.9,1.0,0.99,1057.49,
2018-11-08,8000000,133.9,1.0,1.01,1068.68,
2018-11-09,8000000,133.9,1.0,1.003,1071.44,
2018-11-10,8000000,133.9,1.0,1.011,1082.81,
2018-11-11,8000000,133.9,1.0,1.005,1087.05,
2018-11-12,8000000,133.9,1.0,1.014,1100.98,
2018-11-13,8000000,133.9,1.0,0.993,1092.23,
2018-11-14,8000000,133.9,1.0,0.996,1087.53,
2018-11-15,8000000,133.9,1.0,1.0,1086.51,
2018-11-16,8000000,133.9,1.0,0.991,1076.59,
2018-11-17,8000000,133.9,1.0,1.017,1093.4,
2018-11-18,8000000,133.9,1.0,1.022,1115.28,
2018-11-19,8000000,133.9,1.0,1.015,1129.16,
2018-11-20,8000000,133.9,1.0,0.99,1115.71,
2018-11-21,8000000,133.9,1.0,1.008,1121.58,
2018-11-22,8000000,133.9,1.0,1.018,1138.32,
2018-11-23,8000000,133.9,1.0,1.021,1157.19,
2018-11-24,8000000,133.9,1.0,1.007,1160.05,
2018-11-25,8000000,133.9,1.0,1.01,1166.27,
2018-11-26,8000000,133.9,1.0,0.979,1137.98,
2018-11-27,8000000,133.9,1.0,1.005,1139.52,
2018-11-28,8000000,133.9,1.0,0.997,1132.72,
2018-11-29,8000000,133.9,1.0,1.002,1132.11,
2018-11-30,8000000,133.9,1.0,1.003,1132.3,
2018-12-01,8000000,133.9,1.0,1.005,1135.08,
2018-12-02,8000000,133.9,1.0,0.996,1127.99,
2018-12-03,8000000,133.9,1.0,0.987,1111.25,
2018-12-04,8000000,133.9,1.0,1.001,1109.84,
2018-12-05,8000000,133.9,1.0,0.994,1101.43,
2018-12-06,8000000,133.9,1.0,1.009,1109.53,
2018-12-07,8000000,133.9,1.0,0.993,1099.77,
2018-12-08,8000000,133.9,1.0,1.018,1116.67,
2018-12-09,8000000,133.9,1.0,0.99,1103.43,
2018-12-10,8000000,133.9,1.0,0.994,1095.89,
2018-12-11,8000000,133.9,1.0,1.001,1095.6,
2018-12-12,8000000,133.9,1.0,0.987,1080.36,
2018-12-13,8000000,133.9,1.0,1.011,1091.7,
2018-12-14,8000000,133.9,1.0,1.011,1102.17,
2018-12-15,8000000,133.9,1.0,1.003,1103.65,
2018-12-16,8000000,133.9,1.0,0.997,1098.76,
2018-12-17,8000000,133.9,1.0,1.002,1099.13,
2018-12-18,8000000,133.9,1.0,1.011,1108.96,
2018-12-19,8000000,133.9,1.0,1.002,1109.18,
2018-12-20,8000000,133.9,1.0,1.009,1116.72,
2018-12-21,8000000,133.9,1.0,1.011,1126.56,
2018-12-22,8000000,133.9,1.0,0.973,1094.53,
2018-12-23,8000000,133.9,1.0,0.997,1090.75,
2018-12-24,8000000,133.9,1.0,0.989,1078.27,
2018-12-25,8000000,133.9,1.0,0.993,1071.09,
2018-12-26,8000000,133.9,1.0,1.007,1078.29,
2018-12-27,8000000,133.9,1.0,1.017,1095.77,
2018-12-28,8000000,133.9,1.0,0.993,1087.11,
2018-12-29,8000000,133.9,1.0,0.996,1082.5,
2018-12-30,8000000,133.9,1.0,1.006,1088.29,
2018-12-31,8000000,133.9,1.0,0.986,1072.51,
2019-01-01,8000000,133.9,1.0,1.004,1076.44,
2019-01-02,8000000,133.9,1.0,0.987,1062.62,
2019-01-03,8000000,133.9,1.0,1.005,1068.42,
2019-01-04,8000000,133.9,1.0,1.008,1076.52,
2019-01-05,8000000,133.9,1.0,1.001,1077.2,
2019-01-06,8000000,133.9,1.0,1.013,1089.79,
2019-01-07,8000000,133.9,1.0,1.006,1095.36,
2019-01-08,8000000,133.9,1.0,0.99,1084.1,
2019-01-09,8000000,133.9,1.0,0.998,1274.9,Panic Spike
2019-01-10,8000000,133.9,1.0,0.998,1270.16,Panic Spike
2019-01-11,8000000,133.9,1.0,0.998,1274.01,Panic Spike
2019-01-12,8000000,133.9,1.0,0.998,1257.36,Panic Spike
2019-01-13,8000000,133.9,1.0,0.998,1277.96,Panic Spike
2019-01-14,8000000,133.9,1.0,0.998,1280.71,Panic Spike
2019-01-15,8000000,133.9,1.0,0.998,1269.23,Panic Spike
2019-01-16,8000000,133.9,1.0,0.998,1265.11,Panic Spike
2019-01-17,8000000,133.9,1.0,0.999,1253.87,
2019-01-18,8000000,133.9,1.0,0.988,1230.16,
2019-01-19,8000000,133.9,1.0,1.017,1242.63,
2019-01-20,8000000,133.9,1.0,0.997,1230.88,
2019-01-21,8000000,133.9,1.0,0.976,1194.48,
2019-01-22,8000000,133.9,1.0,0.997,1184.72,
2019-01-23,8000000,133.9,1.0,0.997,1175.51,
2019-01-24,8000000,133.9,1.0,1.015,1187.21,
2019-01-25,8000000,133.9,1.0,0.995,1175.52,
2019-01-26,8000000,133.9,1.0,0.996,1165.42,
2019-01-27,8000000,133.9,1.0,1.007,1167.93,
2019-01-28,8000000,133.9,1.0,0.992,1153.85,
2019-01-29,8000000,133.9,1.0,0.991,1140.08,
2019-01-30,8000000,133.9,1.0,1.0,1136.95,
2019-01-31,8000000,133.9,1.0,1.0,1133.44,
2019-02-01,8000000,133.9,1.0,0.991,1120.53,
2019-02-02,8000000,133.9,1.0,0.999,1117.33,
2019-02-03,8000000,133.9,1.0,0.991,1105.07,
2019-02-04,8000000,133.9,1.0,1.024,1128.53,
2019-02-05,8000000,133.9,1.0,0.992,1116.7,
2019-02-06,8000000,133.9,1.0,0.995,1109.32,
2019-02-07,8000000,133.9,1.0,0.992,1099.27,
2019-02-08,8000000,133.9,1.0,0.991,1088.82,
2019-02-09,8000000,133.9,1.0,1.011,1099.77,
2019-02-10,8000000,133.9,1.0,0.979,1076.82,
2019-02-11,8000000,133.9,1.0,0.986,1062.41,
2019-02-12,8000000,133.9,1.0,1.01,1072.56,
2019-02-13,8000000,133.9,1.0,1.011,1083.65,
2019-02-14,8000000,133.9,1.0,0.99,1072.54,
2019-02-15,8000000,133.9,1.0,1.014,1086.75,
2019-02-16,8000000,133.9,1.0,1.019,1105.09,
2019-02-17,8000000,133.9,1.0,0.999,1102.86,
2019-02-18,8000000,133.9,1.0,0.997,1098.02,
2019-02-19,8000000,133.9,1.0,0.985,1081.17,
2019-02-20,8000000,133.9,1.0,0.997,1077.27,
2019-02-21,8000000,133.9,1.0,1.004,1081.27,
2019-02-22,8000000,133.9,1.0,0.996,1076.99,
2019-02-23,8000000,133.9,1.0,0.999,1075.22,
2019-02-24,8000000,133.9,1.0,0.997,1071.86,
2019-02-25,8000000,133.9,1.0,1.01,1082.48,
2019-02-26,8000000,133.9,1.0,1.02,1102.71,
2019-02-27,8000000,133.9,1.0,0.995,1095.47,
2019-02-28,8000000,133.9,1.0,1.004,1098.6,
2019-03-01,8000000,133.9,1.0,1.008,1106.05,
2019-03-02,8000000,133.9,1.0,0.991,1094.58,
2019-03-03,8000000,133.9,1.0,1.001,1094.68,
2019-03-04,8000000,133.9,1.0,1.001,1094.72,
2019-03-05,8000000,133.9,1.0,0.995,1088.58,
2019-03-06,8000000,133.9,1.0,1.003,1090.7,
2019-03-07,8000000,133.9,1.0,1.003,1092.86,
2019-03-08,8000000,133.9,1.0,0.984,1074.65,
2019-03-09,8000000,133.9,1.0,1.01,1085.1,
2019-03-10,8000000,133.9,1.0,0.995,1079.67,
2019-03-11,8000000,133.9,1.0,1.005,1084.24,
2019-03-12,8000000,133.9,1.0,0.995,1078.21,
2019-03-13,8000000,133.9,1.0,1.013,1090.91,
2019-03-14,8000000,133.9,1.0,0.991,1080.67,
2019-03-15,8000000,133.9,1.0,1.001,1080.98,
2019-03-16,8000000,133.9,1.0,1.009,1089.38,
2019-03-17,8000000,133.9,1.0,0.994,1081.8,
2019-03-18,8000000,133.9,1.0,1.012,1093.42,
2019-03-19,8000000,133.9,1.0,1.016,1109.25,
2019-03-20,8000000,133.9,1.0,0.987,1093.19,
2019-03-21,8000000,133.9,1.0,0.999,1091.5,
2019-03-22,8000000,133.9,1.0,0.998,1088.73,
2019-03-23,8000000,133.9,1.0,1.005,1093.15,
2019-03-24,8000000,133.9,1.0,0.978,1068.78,
2019-03-25,8000000,133.9,1.0,0.986,1054.69,
2019-03-26,8000000,133.9,1.0,1.007,1062.52,
2019-03-27,8000000,133.9,1.0,1.01,1073.38,
2019-03-28,8000000,133.9,1.0,1.004,1077.69,
2019-03-29,8000000,133.9,1.0,1.004,1081.35,
2019-03-30,8000000,133.9,1.0,0.998,1079.23,
2019-03-31,8000000,133.9,1.0,0.987,1065.55,
2019-04-01,8000000,147.29,1.1,0.998,1069.13,
2019-04-02,8000000,147.29,1.1,1.012,1086.41,
2019-04-03,8000000,147.29,1.1,1.001,1092.21,
2019-04-04,8000000,147.29,1.1,0.996,1092.53,
2019-04-05,8000000,147.29,1.1,1.0,1097.23,
2019-04-06,8000000,147.29,1.1,1.017,1119.01,
2019-04-07,8000000,147.29,1.1,1.011,1133.46,
2019-04-08,8000000,147.29,1.1,0.996,1131.35,
2019-04-09,8000000,147.29,1.1,0.999,1132.82,
2019-04-10,8000000,147.29,1.1,0.999,1134.3,
2019-04-11,8000000,147.29,1.1,1.011,1148.32,
2019-04-12,8000000,147.29,1.1,1.002,1151.8,
2019-04-13,8000000,147.29,1.1,1.016,1170.93,
2019-04-14,8000000,147.29,1.1,0.998,1168.92,
2019-04-15,8000000,147.29,1.1,1.011,1181.26,
2019-04-16,8000000,147.29,1.1,0.996,1176.49,
2019-04-17,8000000,147.29,1.1,0.995,1170.47,
2019-04-18,8000000,147.29,1.1,1.005,1176.45,
2019-04-19,8000000,147.29,1.1,1.002,1178.94,
2019-04-20,8000000,147.29,1.1,1.006,1185.4,
2019-04-21,8000000,147.29,1.1,1.012,1198.14,
2019-04-22,8000000,147.29,1.1,0.983,1177.62,
2019-04-23,8000000,147.29,1.1,0.997,1174.06,
2019-04-24,8000000,147.29,1.1,1.005,1180.18,
2019-04-25,8000000,147.29,1.1,0.983,1161.44,
2019-04-26,8000000,147.29,1.1,0.991,1152.81,
2019-04-27,8000000,147.29,1.1,1.03,1187.06,
2019-04-28,8000000,147.29,1.1,1.003,1190.31,
2019-04-29,8000000,147.29,1.1,0.985,1172.91,
2019-04-30,8000000,147.29,1.1,1.019,1194.87,
2019-05-01,8000000,147.29,1.1,1.006,1200.87,
2019-05-02,8000000,147.29,1.1,1.023,1225.75,
2019-05-03,8000000,147.29,1.1,0.974,1192.82,
2019-05-04,8000000,147.29,1.1,1.007,1199.47,
2019-05-05,8000000,147.29,1.1,0.981,1177.25,
2019-05-06,8000000,147.29,1.1,1.018,1197.02,
2019-05-07,8000000,147.29,1.1,0.989,1183.92,
2019-05-08,8000000,147.29,1.1,1.001,1184.32,
2019-05-09,8000000,147.29,1.1,1.009,1194.38,
2019-05-10,8000000,147.29,1.1,0.992,1184.42,
2019-05-11,8000000,147.29,1.1,1.001,1184.78,
2019-05-12,8000000,147.29,1.1,0.992,1175.43,
2019-05-13,8000000,147.29,1.1,1.004,1180.3,
2019-05-14,8000000,147.29,1.1,1.005,1185.98,
2019-05-15,8000000,147.29,1.1,0.995,1179.74,
2019-05-16,8000000,147.29,1.1,1.009,1189.37,
2019-05-17,8000000,147.29,1.1,0.99,1177.34,
2019-05-18,8000000,147.29,1.1,0.995,1171.76,
2019-05-19,8000000,147.29,1.1,1.0,1172.04,
2019-05-20,8000000,147.29,1.1,1.006,1178.64,
2019-05-21,8000000,147.29,1.1,1.009,1188.45,
2019-05-22,8000000,147.29,1.1,0.981,1166.44,
2019-05-23,8000000,147.29,1.1,1.011,1178.74,
2019-05-24,8000000,147.29,1.1,0.996,1174.16,
2019-05-25,8000000,147.29,1.1,1.011,1186.52,
2019-05-26,8000000,147.29,1.1,0.998,1183.44,
2019-05-27,8000000,147.29,1.1,0.988,1169.89,
2019-05-28,8000000,147.29,1.1,0.997,1167.45,
2019-05-29,8000000,147.29,1.1,0.998,1165.41,
2019-05-30,8000000,147.29,1.1,0.996,1161.08,
2019-05-31,8000000,147.29,1.1,1.003,1164.74,
2019-06-01,8000000,147.29,1.1,0.995,1160.36,
2019-06-02,8000000,147.29,1.1,0.999,1160.27,
2019-06-03,8000000,147.29,1.1,1.008,1170.5,
2019-06-04,8000000,147.29,1.1,1.0,1171.2,
2019-06-05,8000000,147.29,1.1,0.986,1155.94,
2019-06-06,8000000,147.29,1.1,1.006,1163.67,
2019-06-07,8000000,147.29,1.1,0.994,1158.28,
2019-06-08,8000000,147.29,1.1,1.001,1160.84,
2019-06-09,8000000,147.29,1.1,0.981,1140.98,
2019-06-10,8000000,147.29,1.1,0.999,1141.52,
2019-06-11,8000000,147.29,1.1,0.996,1139.51,
2019-06-12,8000000,147.29,1.1,0.989,1129.51,
2019-06-13,8000000,147.29,1.1,1.001,1132.49,
2019-06-14,8000000,147.29,1.1,0.999,1133.8,
2019-06-15,8000000,147.29,1.1,0.999,1134.98,
2019-06-16,8000000,147.29,1.1,1.007,1144.93,
2019-06-17,8000000,147.29,1.1,1.012,1159.99,
2019-06-18,8000000,147.29,1.1,0.995,1155.76,
2019-06-19,8000000,147.29,1.1,0.998,1154.18,
2019-06-20,8000000,147.29,1.1,1.015,1171.64,
2019-06-21,8000000,147.29,1.1,0.986,1156.37,
2019-06-22,8000000,147.29,1.1,0.981,1136.81,
2019-06-23,8000000,147.29,1.1,1.014,1154.32,
2019-06-24,8000000,147.29,1.1,0.998,1153.76,
2019-06-25,8000000,147.29,1.1,0.997,1152.05,
2019-06-26,8000000,147.29,1.1,1.009,1162.87,
2019-06-27,8000000,147.29,1.1,1.011,1175.48,
2019-06-28,8000000,147.29,1.1,0.999,1174.73,
2019-06-29,8000000,147.29,1.1,1.012,1187.81,
2019-06-30,8000000,147.29,1.1,1.008,1196.85,
2019-07-01,8000000,127.2,0.95,0.989,1175.84,
2019-07-02,8000000,127.2,0.95,1.016,1186.02,
2019-07-03,8000000,127.2,0.95,0.988,1164.35,
